timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-09-02 18:26,467,,,228,545,779,,461,725,,,,388,1680,471,519,3367,,554,,,1395,387,1473,4395,404,,,384,391,1881,5252,390,,1743,1848,5495,388,,,,1786,446,468,6367,1538,,,442,351,1636,4549,364,1641,559,,
2026-09-02 18:31,467,,,228,545,779,,461,725,,,,388,1680,471,519,3367,,554,,,1395,387,1473,4395,404,,,384,391,1881,5252,390,,1743,1848,5495,388,,,,1786,446,468,6367,1538,,,442,351,1636,4549,364,1641,559,,
2026-09-02 18:36,467,,,,,959,,446,725,,,,388,1680,471,519,,2197,554,5143,,1420,387,1473,4395,404,,,384,391,1881,5252,390,,1743,1848,,388,1754,,,1786,446,,6367,1538,,,442,351,1636,4549,364,1641,529,,
2026-09-02 18:41,467,,,,,959,,,725,1325,484,,388,,471,519,3367,2197,554,5143,,1420,387,1473,4395,404,,1866,369,391,1881,5252,390,,1743,,,388,,,,1786,446,468,6367,1538,,,442,351,1636,4549,364,,529,,
2026-09-02 18:46,452,1897,,,,819,,461,725,1325,484,,388,,471,519,3367,2197,554,5143,,1420,372,,4395,434,,1866,369,391,1881,5252,390,,1743,,,388,,,,1786,446,468,6367,1538,,,442,351,1636,4484,344,1641,559,1994,
2026-09-02 18:47,452,1897,,,,819,,461,725,1325,484,,388,,471,519,3367,2197,554,5143,,1420,372,,4395,434,,1866,369,391,1881,5252,390,,1743,,,388,,,,1786,446,468,6367,1538,,,442,351,1636,4484,344,1641,559,1994,
2026-09-02 18:51,452,1897,,,,819,,461,725,1325,484,,388,,471,519,3367,2197,554,5143,,1420,372,,4395,434,,1866,369,391,1881,5252,390,,1743,,,388,,,,1786,446,468,6367,1538,,,442,351,1636,4484,344,1641,559,1994,
2026-09-02 18:56,467,1897,,,545,839,1890,461,725,,484,,388,,471,519,3367,,,5143,,1420,387,1473,4395,404,,1866,384,391,1881,5252,390,,,1848,,388,,,,1786,446,468,,1538,,,442,351,1636,4484,344,1641,589,1994,
2026-09-02 18:57,467,1897,,,545,839,1890,461,725,,484,,388,,471,519,3367,,,5143,,1420,387,1473,4395,404,,1866,384,391,1881,5252,390,,,1848,,388,,,,1786,446,468,,1538,,,442,351,1636,4484,344,1641,589,1994,
2026-09-02 18:59,467,1897,,,545,839,1890,461,725,,484,,388,,471,519,3367,,,5143,,1420,387,1473,4395,404,,1866,384,391,1881,5252,390,,,1848,,388,,,,1786,446,468,,1538,,,442,351,1636,4484,344,1641,589,1994,
2026-09-02 19:01,467,1897,,,,839,1890,446,725,1280,484,378,388,,471,519,3367,,554,,,1420,387,1473,4395,404,,1866,384,391,1881,,390,,,1848,,388,,,,1786,446,468,,1538,,,442,351,1636,4484,344,1641,589,1994,
2026-09-02 19:07,467,1897,,,,819,1890,446,725,1280,484,378,388,,471,519,3367,,554,,,1395,387,1538,,404,,1866,384,391,1881,,390,,,1848,,388,,,,1786,446,,,1538,,,442,351,1636,4484,364,1641,559,1994,
2026-09-02 19:09,467,1897,,,,819,1890,446,725,1280,484,378,388,,471,519,3367,,554,,,1395,387,1538,,404,,1866,384,391,1881,,390,,,1848,,388,,,,1786,446,,,1538,,,442,351,1636,4484,364,1641,559,1994,
2026-09-02 19:11,467,1897,,,545,819,1890,461,725,,,,388,,471,519,3367,,,5143,,1395,387,1538,,404,,1866,384,391,1881,,390,,,1848,,388,1754,,,1786,446,,,1538,,,442,351,1636,4484,364,1641,559,1994,
2026-09-02 19:16,452,1897,,233,545,839,1890,461,725,,,,388,,471,519,3367,,,5143,,1420,387,1473,4395,374,,1866,384,391,1881,,390,,,1848,,388,1754,,,1786,446,,,1538,,,442,351,1636,4484,364,1641,559,1994,
2026-09-02 19:21,452,1897,,218,,839,1890,461,725,,,378,388,,,519,3367,,,,,1420,387,1473,4395,374,,1866,384,391,1881,,390,,1743,1848,,388,1754,,,1786,446,468,,1538,,,442,351,1636,4484,364,1641,559,1994,
2026-09-02 19:26,467,1897,,218,,819,1890,461,725,,,378,388,,471,519,3367,,554,,,1395,387,1538,,434,,1866,384,391,1881,,390,,1743,1848,,388,1754,,,1786,446,468,,1538,,,442,351,1636,4484,364,1641,589,1994,
2026-09-02 19:31,467,1897,,218,,819,1890,461,725,,,378,388,,471,519,3367,,554,,,1395,387,1538,,434,,1866,384,391,1881,,390,,1743,1848,,388,1754,,,1786,446,468,,1538,,,442,351,1636,4484,364,1641,589,1994,
2026-09-02 19:36,452,1897,,218,,799,1890,446,725,,,378,388,,471,519,3367,2197,,5143,,1420,387,1538,4395,374,,1866,384,391,1911,,390,,1743,1848,,388,1754,,,1786,446,468,,1538,,,442,351,1636,4484,364,1641,559,1994,
2026-09-02 19:41,452,1897,,,,739,1890,,725,,,378,388,,471,519,,2197,,5143,,1420,387,1538,4395,374,,,384,391,1911,,390,,1743,1848,,388,1754,,,1786,446,468,,1538,,1890,442,351,1636,4484,364,1641,559,1994,
2026-09-02 19:46,467,1897,,,,739,1890,461,725,,,378,388,,471,519,3367,2197,,5143,,1395,387,1538,,434,,,384,391,1911,,390,,1743,1848,,388,1754,,,1786,446,468,,1538,,1890,442,351,1636,4484,344,1641,589,1994,
2026-09-02 19:51,467,1897,,,,739,,461,725,,,378,388,,471,519,3367,2197,,,,1395,387,1538,,434,,1866,384,391,1911,,390,5027,1743,1848,,388,1754,,,1786,446,468,,1538,,1890,442,351,,4484,,1641,589,1994,
2026-09-02 19:56,467,1932,,233,,579,,461,725,,,378,388,,511,519,3367,2197,,,,1420,387,1538,,434,,1866,384,391,1911,,390,5027,1743,1848,,388,1754,,,1786,446,468,,1538,,1890,442,351,1666,4484,364,1641,559,1994,
2026-09-02 20:01,467,1932,,233,,579,,461,725,,,378,388,,511,519,3367,2197,,,,1420,387,1538,,434,,1866,384,391,1911,,390,5027,1743,1848,,388,1754,,,1786,446,468,,1538,,1890,442,351,1666,4484,364,1641,559,1994,
2026-09-02 20:06,467,1932,,218,,659,1925,461,,,,378,388,,511,519,3367,2197,554,5143,,1420,387,1473,4395,404,,,384,391,1911,,390,5027,1773,1848,,388,1754,,,1786,446,468,,1538,,1930,442,351,1666,4484,344,1681,559,1994,
2026-09-02 20:07,467,1932,,218,,659,1925,461,,,,378,388,,511,519,3367,2197,554,5143,,1420,387,1473,4395,404,,,384,391,1911,,390,5027,1773,1848,,388,1754,,,1786,446,468,,1538,,1930,442,351,1666,4484,344,1681,559,1994,
2026-09-02 20:11,467,1932,,,,659,1925,461,,,,378,388,,511,519,3367,2197,,5143,,1420,387,1473,4395,404,,,384,391,1911,5252,390,5027,1773,1848,,388,1754,,,1786,446,468,,1538,,1930,442,351,1666,4484,344,1681,559,1994,
2026-09-02 20:16,467,1932,,,,659,1925,461,,,,378,388,,511,519,3367,2197,,5143,,1420,387,1473,4535,404,,,384,391,1911,5252,390,5027,1773,1848,,388,1754,,,1786,446,468,,1538,,1930,442,351,1666,4484,364,1681,559,1994,
2026-09-02 20:17,467,1932,,,,659,1925,461,,,,378,388,,511,519,3367,2197,,5143,,1420,387,1473,4535,404,,,384,391,1911,5252,390,5027,1773,1848,,388,1754,,,1786,446,468,,1538,,1930,442,351,1666,4484,364,1681,559,1994,
2026-09-02 20:21,467,1932,,243,,659,1925,461,,,,378,,,511,519,3467,2197,,5143,,1420,387,1473,4535,404,,,384,391,1911,5252,390,5027,1773,1848,,388,1754,,,1786,446,468,,1538,,1930,442,351,1666,4484,364,1681,559,1994,
2026-09-02 20:26,467,1932,5493,243,,659,1925,461,,,,378,,,511,519,3467,2197,,5143,,1420,387,1538,4395,434,,,384,391,1911,5252,390,5027,1773,1848,,388,1754,,,1821,446,468,,1538,,1930,442,351,1666,4484,364,1681,559,1994,
2026-09-02 20:31,467,1932,5493,233,,659,1925,461,,,,,,,511,519,3467,2197,554,5143,,,387,1538,4395,434,,,384,391,1911,5252,390,5027,1773,1848,,388,1754,,,1821,446,468,,1538,,1930,442,351,1666,4484,364,1681,559,1994,
