timestamp,.300BLK_3,.300BLK_4,.300BLK_5,".357 Magnum 9号霰射""鼠弹""",.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-07-23 01:41,,,4968,,,545,679,1750,,,1280,544,,493,1720,,519,3067,1857,624,4783,3887,,417,,3275,614,4364,,,,,4732,510,,4442,,1673,4445,463,1709,4979,,1646,,528,5667,1098,6094,1730,502,471,,,4744,384,1601,,1994,6374
2026-07-23 01:53,,1687,5043,,,590,659,1750,,,1280,524,,493,1720,631,519,3067,1857,624,4963,3887,,402,,3275,644,4364,,,,,4732,510,,4442,,,4445,463,1709,4979,4971,1646,,548,5667,1098,6094,1730,522,471,,,4809,404,1601,,1994,6374
2026-07-23 02:01,,1687,5043,,,590,659,1750,,,1280,524,,493,1720,631,519,3067,1857,624,4963,3887,,402,,3275,644,4364,,,,,4732,510,,4442,,,4445,463,1709,4979,4971,1646,,548,5667,1098,6094,1730,522,471,,,4809,404,1601,,1994,6374
2026-07-23 02:11,,,5043,,,590,799,1750,,,1235,544,,,1720,631,519,3067,1857,624,4963,3942,,402,,3135,,4419,,,,,4732,510,,4442,,1673,4445,463,1709,4979,4971,1646,,548,5667,1098,6094,1730,,471,,,4809,404,1601,769,1994,6519
2026-07-23 02:22,,1687,5043,,,545,1059,1750,,,,524,,,1680,,519,3067,1857,589,4783,3942,,402,1278,3275,674,4419,,,,,4732,,,4442,,1673,4445,463,1709,4979,5046,1646,,548,5667,1098,6094,1690,502,471,,,4874,384,1601,739,1994,6519
2026-07-23 02:31,,1722,5043,,,545,1059,1750,,,1280,,,493,,,519,3067,1857,589,4783,3942,1195,402,1278,3275,674,4419,,,,,4732,,,4377,,1673,4515,463,1709,4979,5046,1646,,528,5667,1098,6094,1690,,471,,,4874,,1601,,,6519
2026-07-23 02:41,,1722,5043,,,545,1019,,,,1280,544,,,1720,631,,3067,1857,624,4783,3942,,402,1278,3275,644,4419,,,,,4732,510,,4377,,1673,4515,463,1709,4979,5046,1646,,,5667,1098,6094,1730,,471,,,4874,384,1601,739,1994,6519
2026-07-23 02:51,,1722,5043,,,545,1019,1750,,,1280,,,493,1720,631,519,3067,1857,624,4963,3942,,402,,3275,644,4419,,,,,4732,510,,4377,,1673,4515,463,1709,4979,5046,1646,,548,5667,1098,5974,1730,502,471,,,4874,,1561,739,1994,6664
2026-07-23 03:01,,1722,5043,,,545,999,1750,,,1280,644,,493,1720,631,519,3067,1857,624,4963,3942,,402,,3275,644,4419,,,,,4732,510,,4377,,1673,4515,463,1709,4979,5046,1646,,548,5667,1098,5974,1730,502,471,,,4874,404,1601,739,1994,6664
2026-07-23 03:11,,1722,,,,545,999,,,,1235,704,,,1680,631,519,3067,1772,589,4783,3942,,417,1278,3275,,4364,,,,,4732,510,,4442,,1673,4445,478,1709,5074,,1611,,548,5667,1098,6094,1730,502,471,,,4874,384,1601,769,1994,6664
