timestamp,.300BLK_3,.300BLK_4,.300BLK_5,".357 Magnum 9号霰射""鼠弹""",.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-07-20 00:12,,,4818,,,545,,,,,1370,624,,478,1840,631,519,3267,2027,694,4963,3667,,,1343,3275,584,4199,,,,,4407,525,,4312,,,4375,,1799,4979,4821,,,528,5667,1098,5974,,522,456,,,4549,344,1761,,1994,5939
2026-07-20 00:31,,,4818,,,545,,,,,1415,604,,478,1840,631,519,3267,2027,694,4963,3722,,417,1343,3275,584,4199,,,,,4407,,,4312,,,,,1799,4979,4821,1681,521,528,5667,1138,5974,1810,522,456,,,4549,344,1761,,1994,6084
2026-07-20 00:52,,,4818,,,545,619,,,,1325,,,463,1840,631,519,3367,2027,,4963,3722,,402,1343,3275,614,4199,,,,,4407,,,4377,1803,,4445,508,1799,4979,4821,1716,521,528,5667,1138,5974,1810,522,456,,,4549,344,1761,,1994,6229
2026-07-20 01:12,,,4818,,,545,699,1855,,,1325,624,,478,1840,631,519,3367,2027,694,4783,3722,,,1343,3275,614,4199,,504,,,4407,,,4442,,,4445,508,1844,4979,4821,1681,521,528,5667,1138,5974,1810,522,456,,,4549,364,1761,,1994,6229
2026-07-20 01:22,,,4818,,,590,699,1855,,,1370,644,,478,1840,631,519,3367,2027,,4963,3722,,402,1343,3275,554,4254,,504,,,4407,,,4442,,,4445,,1844,4979,4821,1681,521,528,5667,1138,5974,1810,522,456,,,4549,364,1761,,1994,6229
2026-07-20 01:32,,,4893,,,590,699,,,,1370,664,,478,1880,,519,3367,2027,694,4963,3722,,417,1343,3275,584,4254,,504,,,4407,,,4507,,,4445,508,1844,4979,4821,1681,506,528,5667,1138,5974,1810,522,456,,,4549,364,1761,,1994,6229
2026-07-20 01:41,,,4893,,,590,719,1855,,,1415,624,,493,1880,,519,3367,2027,694,4963,3722,,,1343,3275,584,4254,,504,,,4472,,,4507,,,4445,508,,4979,4821,1681,506,528,5667,1138,5974,1850,522,471,,,4549,344,1761,,1994,6229
2026-07-20 01:51,,,4893,,,590,719,,,,1415,604,,478,1880,631,519,3367,2027,694,4783,3722,,,1343,3275,554,4254,,504,,,,,,4507,,,4445,508,1844,4979,4821,1716,521,528,5667,1138,5974,1850,522,471,,,4549,344,1761,,1994,6229
2026-07-20 02:01,,,4893,,,545,659,,,,1370,,,478,1880,631,519,3367,2027,694,4963,3722,,402,1343,3275,554,4254,,504,,,4472,510,,4507,,,4445,,1844,4979,4821,1716,506,528,5667,1138,5974,1850,522,456,,,4549,344,1801,,1994,6229
2026-07-20 02:11,,,4968,,,590,619,,,,1370,,,478,1880,631,519,3367,2027,694,4963,3722,,,1278,3275,554,4254,,504,,,4472,510,,4507,,,4445,508,1844,5074,4821,1681,506,528,5667,1138,5974,1810,522,456,,,4549,344,1801,,1994,6374
2026-07-20 02:21,,,4968,,,590,599,,,,1370,644,,478,1880,,519,3367,2027,,4963,3722,,417,1343,3275,614,4254,,,,,4472,510,,4507,,,4445,508,1844,5074,4821,1716,506,528,5667,1098,5974,1850,522,456,,,4549,344,1801,739,1994,6374
2026-07-20 02:31,,,4968,,,545,,,,,1415,644,,478,1840,631,519,3367,2027,,4783,3777,,402,1343,3275,614,4254,,504,,,4472,,,4507,,,4445,,1844,5074,4821,1716,521,528,5667,1138,5974,1810,522,456,,,4549,,1761,739,1994,6374
2026-07-20 02:41,,,4968,,,590,,,,,1370,644,,478,1840,631,519,3367,2027,,4783,3777,,402,1278,3275,584,4254,,504,,,4472,,,,,,4445,,1844,5074,4821,1716,521,528,5667,1138,5974,1810,522,456,,,4549,,1761,,1994,6519
2026-07-20 02:51,,,4968,,,590,,,,,1325,604,,478,1880,631,519,3367,2027,694,,3777,,402,1343,3275,584,4254,,504,,,4537,,,4442,,,4445,508,1799,5074,4821,1716,506,508,5667,1098,5974,1850,522,456,,,4614,344,1761,,1994,6374
2026-07-20 03:01,,,4968,,,590,,1820,,,1325,604,,478,1880,,519,3367,2027,694,4783,3777,,417,1343,3275,644,4254,,504,,,4537,,,4442,,,4445,,1799,5074,4821,1716,506,508,5667,1098,5974,1850,522,456,,,4614,,1801,739,1994,6374
2026-07-20 03:11,,,4968,,,590,,1820,,,1325,604,,478,1880,631,519,3367,2027,,4963,3777,,417,1343,3275,584,4254,,504,,,4537,,,4442,,,4445,508,1799,5074,4821,1716,506,528,5667,1138,5974,1810,522,456,,,4614,344,1801,,1994,6519
2026-07-20 03:21,,,4968,,,545,,,,,,644,,463,1840,,519,3267,1942,694,4963,3777,,402,1343,3275,584,4254,,504,,,4537,510,,4507,,,4445,508,1844,5074,4821,1716,,528,5667,1138,5974,1850,522,456,,,4614,344,1761,,1994,6374
2026-07-20 03:31,,,5043,,,590,,1820,,,1370,624,,478,,631,499,3367,2027,,4963,3777,,417,1343,3275,554,4254,,504,,,4537,510,,4507,,,4445,508,1844,5074,4821,1716,506,508,5667,1098,5974,1810,522,456,,,4614,,1801,,1994,6519
2026-07-20 03:41,,,4968,,,,,1820,,,,624,,478,1840,631,499,3367,2027,,4963,3777,,417,1278,,554,4254,,504,,,4537,510,,4442,,,4445,508,1844,5074,4821,1716,506,508,5667,1098,5974,1810,522,456,,,4614,,1801,,1994,6519
2026-07-20 03:51,,,4968,,,590,,1820,,,1325,644,,478,1880,,519,3367,2027,,4783,3777,,417,1278,3135,,4254,,504,,,4537,,,4442,,,4445,,1844,5074,4821,1716,506,528,5667,1138,5974,1850,502,456,,,4614,,1761,,1994,6519
2026-07-20 04:01,,,4968,,,590,,1820,,,,,,478,1800,,519,3367,2027,,4783,3777,,417,1278,3135,,4254,,504,,,4537,510,,4442,,,4375,,1844,5074,4821,1716,506,528,5667,1138,5974,1850,,456,,,4614,,1761,,1994,6519
2026-07-20 04:11,,,4968,,,545,,1820,,,1370,604,,463,1880,631,519,3367,1942,,4783,3777,,402,1343,3135,,4254,,504,,,4472,,,4507,,,4445,,1799,5074,4821,1716,506,508,5667,1138,5974,1810,522,456,,,4679,,1721,,1994,6519
2026-07-20 04:21,,,4968,,,545,,1820,,,1325,604,,463,1840,631,519,3367,1942,694,4963,3777,,402,1278,,584,4254,,504,,,4537,510,,4507,,,4515,,1799,5074,4821,1716,506,508,5667,1098,5974,,522,456,,,4744,344,1721,,1924,6374
2026-07-20 04:31,,,5043,,,590,,1820,,,1415,604,,493,1800,631,519,3367,1942,,4963,3777,,402,1213,,584,4254,,504,,,4537,510,,4442,,,4515,508,1799,5074,4821,1716,506,528,5667,1098,5974,1810,522,456,,,4744,,1721,,1994,6519
2026-07-20 04:41,,,5043,,,590,,1820,,,1415,604,,493,1800,631,519,3367,1942,,4963,3777,,402,1213,,584,4254,,504,,,4537,510,,4442,,,4515,508,1799,5074,4821,1716,506,528,5667,1098,5974,1810,522,456,,,4744,,1721,,1994,6519
2026-07-20 04:51,,,5043,,,590,,1820,,,1370,624,,493,1880,631,519,3367,2027,,4783,3777,,402,1278,3275,554,4254,,504,,,4537,510,,4442,1803,,4445,,1799,5074,4821,1716,,508,5667,1098,5974,,502,441,,,4809,,,709,1994,6374
2026-07-20 05:01,,,5043,,,590,,1820,,,1325,604,,,1880,631,519,3267,1942,,4783,3777,,,1278,3275,,4254,,504,,,4537,,,4312,1803,,4375,,1754,5074,4821,1716,506,508,5667,1098,5854,1770,502,456,,,4809,,1721,,1994,6374
