timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP FMJ,.45 ACP RIP,.45 ACP Super,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge DART,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP ST,4.6x30mm AP SX,4.6x30mm CT,4.6x30mm FMJ ST,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-09-14 15:46,,2282,5868,,545,,461,,5652,920,624,368,400,388,,471,499,2867,,,,4041,4217,,797,1020,,1018,3275,,5244,1866,294,,1941,5187,420,,5157,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,,,,,,6954
2026-09-14 15:51,,2317,5868,,,,446,,5652,,584,368,440,388,,,499,2867,2197,,,4041,4217,,,1020,192,1018,3275,,5244,1866,294,,1941,5187,,,5092,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4614,,,,1994,6954
2026-09-14 15:56,,2317,5868,,,,446,,5652,,584,368,440,388,,,499,2867,2197,,,4041,4217,,,1020,192,1083,3275,,5244,1866,294,,1941,5187,,,5092,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4614,,,739,1994,6809
2026-09-14 16:01,,2317,5868,,545,,446,,5652,920,584,368,440,388,,471,,2867,2197,,,4041,4217,,,1020,192,1083,3275,,5244,1866,294,,1941,5187,,,5092,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4614,,,739,1994,6809
2026-09-14 16:06,,2317,5868,,545,,461,,5587,920,604,368,400,388,,471,,2867,,,,4096,4162,,,1020,192,1018,3275,,5244,1866,294,,1941,5252,,,5157,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4614,,,739,1994,6954
2026-09-14 16:11,,2317,5868,,,,461,,5587,920,544,368,440,388,,471,499,2867,,,,4096,4162,,797,995,192,1018,3275,,5189,1866,309,,,5252,420,,5092,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4614,,,739,1994,6954
2026-09-14 16:16,,2317,5868,,,,461,,5587,920,544,368,440,388,,471,499,2867,,,,4096,4162,,797,995,192,1083,3275,,5189,1866,309,,,5252,420,,5092,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4614,,,769,1994,6809
2026-09-14 16:21,,2317,5868,,545,,446,,5587,920,544,,400,388,,471,,2867,2197,,5323,4096,4217,,797,1020,,1083,3275,,5189,1866,294,,,5252,,,5092,,,5775,433,,,5796,1786,386,,6067,1418,5494,,396,,688,,,,769,1994,6809
2026-09-14 16:26,,2317,5868,,545,,446,,5587,920,564,,400,388,,471,,2867,2197,,5323,4096,4217,,797,1020,,1083,3275,,5189,1866,294,,,5252,,,5092,,,5775,433,,,5796,1786,386,,6067,1418,5494,,396,,688,,,,769,1994,6809
2026-09-14 16:31,,2317,5868,,545,,446,,5587,920,584,,400,388,,471,,2867,2197,,5323,4096,4217,,797,1020,,1083,3275,,5189,1866,294,,,5252,,,5092,,,5775,433,,,5796,1786,386,,6067,1418,5494,,396,,688,,,,769,1994,6809
2026-09-14 16:36,,2317,5868,,,,446,,5587,920,584,,440,388,,471,499,2867,2197,,,4096,4217,,797,995,192,1018,3275,,5189,1866,294,,,5252,,,5027,,,5775,,,,5796,1786,386,,6067,1418,,,396,,688,4679,,,679,1994,6954
2026-09-14 16:37,,2317,5868,,,,446,,5587,920,584,,440,388,,471,499,2867,2197,,,4096,4217,,797,995,192,1018,3275,,5189,1866,294,,,5252,,,5027,,,5775,,,,5796,1786,386,,6067,1418,,,396,,688,4679,,,679,1994,6954
2026-09-14 16:41,,2282,5868,,,,446,875,5587,,544,368,440,,,471,,2867,,,,4096,4162,,797,,192,1018,3275,,5189,1866,294,,1911,5252,,,5027,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4679,,,679,1994,6954
2026-09-14 16:46,,2282,5868,,,,446,875,5587,,544,368,440,,,471,,2867,,,,4096,4162,,797,1020,192,1018,,,5189,1866,294,,1911,5252,,,5027,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4679,,,709,1994,6954
2026-09-14 16:51,,2282,5868,,,,446,,5587,920,544,368,440,388,,471,499,2867,2197,,,4096,4162,,,1020,,1018,,,5189,1866,294,,,5252,,,,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4679,,,709,1994,6954
2026-09-14 16:56,,2282,5868,,590,,446,,5587,920,584,368,440,388,,471,499,2867,2197,,,4096,4162,,,1020,,,,,5189,1866,294,,1911,5252,,,5157,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4679,,,769,1994,6809
2026-09-14 17:01,,,5868,,,,446,875,5587,,,368,440,388,,471,499,2867,,,5143,4096,4162,,,995,192,,,,5189,1866,294,,1911,5252,,,5157,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4679,,,769,,6809
2026-09-14 17:06,,,5868,,,,446,875,5587,,,368,440,388,,471,499,2867,,,5143,4096,4162,,797,995,192,1018,,,5189,1866,294,,1911,5252,,,5092,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4679,,,769,,6809
2026-09-14 17:07,,,5868,,,,446,875,5587,,,368,440,388,,471,499,2867,,,5143,4096,4162,,797,995,192,1018,,,5189,1866,294,,1911,5252,,,5092,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4679,,,769,,6809
2026-09-14 17:11,,2247,5868,,,,446,875,,,,368,440,388,,471,499,2867,,,5143,4096,4162,,772,995,192,,,,5134,1866,294,,1911,5252,,,4962,,,5775,433,,,5796,1786,386,,6067,1418,5494,,396,,688,4679,,,,1994,6809
2026-09-14 17:16,,2247,5868,,,,446,875,5587,,524,368,440,388,,471,499,2867,,,5143,4096,4162,,772,995,192,,,,5134,1866,294,,1911,5252,,,4962,,,5775,433,,,5796,1786,386,,6067,1418,5494,,396,,688,4679,,,,1994,6809
2026-09-14 17:21,,2247,5868,,545,,446,,5587,,524,368,440,388,,471,499,2867,2197,,5143,4096,4162,,772,,,,,,5134,1866,294,,1911,5252,,,4962,,,5775,,,,5796,1786,386,,6067,1418,5494,,396,,688,4679,,,769,1994,6809
2026-09-14 17:26,,2247,5868,,545,,446,,5587,,524,368,440,388,,471,499,2867,2197,,5143,4096,4162,,772,1020,,,,,5134,1866,294,,1911,5252,,,4962,,,5775,,,,5721,1786,386,,6067,1418,5494,,396,,688,4679,,,769,1994,6809
2026-09-14 17:31,,2247,5868,,,,446,,,,504,368,,388,,471,499,2867,2197,,,4096,4162,,,995,192,,3275,,5134,1866,294,,,,420,,4897,,,5775,433,,,5721,1786,386,,6067,1418,5494,,396,,688,4679,,,769,1994,6809
2026-09-14 17:36,,2247,5868,,,,446,,5587,,504,368,400,388,,471,499,2867,2197,,,4041,4162,,,995,192,,3275,,5134,1866,294,,,5252,420,,4897,,,5775,433,,,5721,1786,386,,6067,1418,5494,,396,,688,4679,,,739,1994,6809
2026-09-14 17:41,,2247,5868,,,,446,,5522,,,368,400,388,,471,,2867,,,,4041,4162,,772,995,192,1018,,,5134,1866,294,,1941,5252,,,4962,,,5775,433,,,5721,1786,386,,6067,1418,5494,,396,,678,4679,,,739,1994,6809
2026-09-14 17:46,,2247,5868,,590,,446,,5522,,,368,400,388,,471,,2867,,,,4041,4162,,772,995,192,1018,,,5134,1866,294,,1941,5252,,,4962,,,5775,433,,,5721,1786,386,,6067,1418,5494,,396,,678,4679,,,709,1994,6809
2026-09-14 17:51,,2247,5793,,545,,446,,5522,,524,368,,388,,471,,,2197,,,4041,4162,,,995,192,1018,,,5079,1866,294,,1941,5187,,,4962,,,5705,433,,,5721,1786,386,,,1418,5494,,396,,678,,,,709,1994,6809
2026-09-14 17:56,,2247,5793,,545,,446,,5522,,524,368,400,388,,471,519,,2197,,,4041,4107,,,1020,192,,3275,,5079,1866,294,,1941,5187,,,4962,,,5705,433,,,5721,1786,386,,6067,1418,5494,,396,,678,,,,709,1994,6809
2026-09-14 18:01,,2247,5793,,,,446,875,5457,,524,368,400,388,,471,519,,,,,4041,4107,,772,995,192,,3275,,5079,1866,294,,1941,5122,,,4897,,,5705,418,,,5646,1786,386,,6067,1418,5494,,396,,678,,,,709,1994,6664
2026-09-14 18:06,,2247,5793,,,,446,875,5457,,524,368,440,388,,471,,,,,,4041,4107,,772,995,192,,3275,,5079,1866,294,,1941,5122,,,4897,,,5705,418,,,5646,1821,386,,6067,1418,5494,,396,,678,,,,679,1994,6664
2026-09-14 18:11,,2247,5718,,635,,446,875,5457,,524,368,400,388,,471,519,,,,5143,4041,4052,,772,995,,,3275,,5024,1866,294,,1941,5057,,,4897,,,5705,,,,5646,1821,386,,6067,1378,5494,,396,1846,678,,,,,1994,
2026-09-14 18:16,,2247,5718,,635,,446,875,5457,,524,368,400,388,,471,519,,,,5143,3986,4052,,772,995,,1018,3275,,5024,1866,294,,1941,5057,,,4897,,,5705,,,,5646,1821,386,,6067,1378,5494,,396,1846,678,,,,,1994,
2026-09-14 18:21,467,2247,5718,,,,446,875,,,524,368,440,388,,,499,,2197,,5143,3986,4052,,772,995,192,1018,3275,,,1866,294,,1941,,435,,4832,,,5635,433,,,5571,1821,386,,5967,1378,,,396,1846,678,,,,,,6664
2026-09-14 18:26,467,2247,5718,,,,446,875,,,524,368,440,388,,,499,,2197,,5143,3986,4052,,772,995,192,1018,3275,,,1866,294,,1941,,435,,4832,,,5635,433,,,5571,1821,386,,5967,1378,,,396,1846,678,,,,,,6664
2026-09-14 18:31,467,2247,5718,,,,,875,,,,368,400,388,,,499,,2197,,5143,3986,4052,,772,995,192,1018,3275,,,1866,294,,1941,,,,4832,,,5635,433,,,5571,1821,386,,5967,1378,,,396,1846,678,,,,,,6664
2026-09-14 18:36,467,2247,5718,,545,,446,875,,,504,368,400,388,,471,,,2197,,5143,3986,3997,,772,995,192,1018,3275,,,1866,294,,1941,,420,,4897,,,5635,433,,,5571,1821,386,,5967,1378,,,396,1846,678,,,,,1994,6664
2026-09-14 18:41,467,2247,5718,,545,,,875,,,,368,400,388,,471,499,2867,,,,3986,4052,,772,995,192,1018,3275,,,1866,294,,1941,,420,,4897,,,5635,433,,,5571,1821,386,,5967,1378,,,396,1846,678,,,,,1994,6664
2026-09-14 18:46,467,2247,5718,,545,,446,875,,,524,368,440,388,,471,499,2867,,,5143,3986,4052,,772,995,192,1018,,,,1866,294,,1941,,420,,4897,,,5635,433,,,5571,1821,386,,5967,1378,,,396,1846,678,,,,,1994,6664
2026-09-14 18:51,467,,5718,,,,446,875,,920,524,368,440,388,,471,519,2767,2197,,,3986,3997,,772,995,192,,,,,1866,294,,1941,,435,,,,,5635,418,,,5571,1821,386,,5967,1378,,,396,1846,678,,,,,1924,6664
2026-09-14 18:56,467,,5718,,,,446,875,,920,524,368,440,388,,471,519,2767,2197,,,3986,3997,,772,995,192,,,,,1866,294,,1941,,435,,,,,5635,418,,,5571,1821,386,,5967,1378,,,396,1846,678,,,,,1924,6664
2026-09-14 19:01,467,,,,545,,446,875,,,524,368,440,388,,471,519,2867,2197,,5143,3931,3997,,772,995,192,,3275,,,1866,294,,1941,,435,,4832,,,,433,,,5571,1821,386,,5967,1378,,,396,1846,678,,,,,1994,6664
2026-09-14 19:06,467,,,,545,,446,875,,,524,368,440,388,,471,519,2867,2197,,5143,3931,3997,,772,995,192,,3275,,,1866,294,,1941,,435,,4832,,,,433,,,5571,1821,386,,5967,1378,,,396,1846,678,,,,,1994,6664
2026-09-14 19:11,467,,,,,,446,875,,,504,368,440,388,,471,519,2867,2197,,,3931,4052,,772,995,192,,3275,,,1866,,406,1941,,435,,,,,5565,433,,,5571,1821,386,,5967,1378,,,396,1846,678,,,,,1994,6664
2026-09-14 19:16,467,,,,,,446,875,,,504,368,440,388,,471,519,2867,2197,,,3931,4052,,772,995,192,,3275,,,1866,309,406,1941,,435,,,,,5565,433,,,5571,1821,401,,5967,1378,,,396,1846,678,,,,,1994,6664
2026-09-14 19:21,467,,,,545,,446,875,,920,504,368,440,388,,471,519,2867,2197,,,3931,3997,,772,995,192,1018,3275,,,1866,309,421,1941,,420,,,,,,433,,,5496,1821,401,,5967,1378,,,396,,678,,,,,1994,6664
2026-09-14 19:26,467,,,,545,,446,875,,920,504,368,440,388,,471,519,2867,2197,,,3931,3997,,772,995,192,1018,3275,,,1866,309,421,1941,,420,,,,,,433,,,5496,1821,401,,5967,1378,,,396,,678,,,,,1994,6664
2026-09-14 19:31,467,,,,545,,446,875,,920,504,368,440,388,,471,519,2867,2197,,,3931,3997,,772,995,192,1018,3275,,,1866,309,421,1941,,420,,,,,,433,,,5496,1821,401,,5967,1378,,,396,,678,,,,,1994,6664
2026-09-14 19:36,467,,,,545,,446,875,,920,504,368,440,388,,471,519,2867,2197,,,3931,3997,,772,995,192,1018,3275,,,1866,309,421,1941,,420,,,,,,433,,,5496,1821,401,,5967,1378,,,396,,678,,,,,1994,6664
2026-09-14 19:41,467,,,,,,446,875,,,,368,440,388,1560,471,519,2867,2197,,,3931,4052,,772,1020,192,,3275,,,1866,309,436,1941,,435,,4962,,,,448,,,5496,1821,401,,5967,1378,,,396,1846,678,,,,649,1994,
2026-09-14 19:46,467,,,,,,446,875,,,,368,440,388,1560,471,519,2867,2197,,,3931,4052,,772,1020,192,1018,3275,,,1866,309,436,1941,,450,,4962,,,,448,,,5496,1821,401,,5967,1378,,,396,1846,678,,,,649,1994,
2026-09-14 19:51,467,2247,,,545,,446,,,,504,368,440,388,1600,471,499,2867,2197,,5323,3931,4052,,,1020,192,1018,3275,,,1866,309,451,1941,,465,,4962,,,,463,,,5571,1821,416,,5967,1418,,,396,,678,,,,,1994,6664
2026-09-14 19:56,467,2247,,,545,,446,,,,504,368,440,388,1600,471,499,2867,2197,,5323,3931,4052,,,1020,192,1018,3275,,,1866,309,451,1941,,465,,4962,,,,463,,,5571,1821,416,,5967,1418,,,396,,678,,,,,1994,6664
2026-09-14 20:01,,2247,,,,,446,,,920,504,368,440,388,1600,471,,2867,2197,,5323,3986,4052,,,1020,192,,3275,,,1866,309,451,1941,,465,,4962,,,,463,,,5571,1821,416,508,5967,1418,,,396,,678,,,,,1994,6664
2026-09-14 20:06,,2247,,,,,446,,,920,504,368,440,388,1600,471,519,2867,2197,,5323,3986,4052,,,1020,192,,3275,,,1866,309,451,1941,,465,,4962,,,,478,,,5571,1821,431,508,5967,1418,,,396,,678,,,,679,1994,6664
2026-09-14 20:11,482,2282,,,,,446,,,,504,368,400,388,1640,471,519,2867,2197,,,3986,4052,,,1020,192,,3275,,,1866,309,451,1941,,480,,5027,,,,493,,,5571,1821,431,528,5967,1418,,,396,,678,,,,679,1994,6664
2026-09-14 20:16,482,2282,,,,,446,,,,504,368,400,388,1640,471,519,2867,2197,,,3986,4052,,,1020,192,,3275,,,1866,309,451,1941,,480,,5027,,,,493,,,5571,1821,431,528,5967,1418,,,396,,678,,,,739,1994,6664
2026-09-14 20:22,497,2282,,,,,446,,,920,524,,440,388,1640,471,519,2867,2197,,,3986,4052,,,1020,192,,3275,,,1866,309,451,1941,,480,,5027,,,,493,,,5571,1821,431,528,5967,1418,,482,396,,,,,,769,1994,6664
2026-09-14 20:26,497,2282,,,,,446,,,920,524,,440,388,1640,471,519,2867,2197,,,3986,4052,,,1020,192,,3275,,,1866,309,451,1941,,480,,5027,,,,493,,,5571,1821,431,528,5967,1418,,482,396,,,,,,769,1994,6664
2026-09-14 20:31,497,2282,,,,,446,,,920,524,,440,388,1640,471,519,2867,2197,,,3986,4052,,,1020,192,,3275,,,1866,309,451,1941,,480,,5027,,,,493,,,5571,1821,431,528,5967,1418,,482,396,,,,,,769,1994,6664
2026-09-14 20:36,497,2282,,258,545,,446,,,,504,,440,388,1640,471,519,2867,2197,,,3986,4052,,,1020,192,1018,3275,614,,1866,309,451,1941,,495,,5027,,,,493,,,5571,1821,431,528,5967,1418,,502,396,,,,,,769,1994,
2026-09-14 20:41,497,2282,,,545,,461,,,920,524,,440,388,1640,471,519,2867,2197,,5323,3986,4052,,,1020,192,1018,3275,614,,1866,309,451,,,495,,5027,,,,493,,,5571,1821,431,528,,1418,,502,396,,,,,,769,1994,
2026-09-14 20:46,497,2282,,,545,,461,,,920,524,,440,388,1640,471,519,2867,2197,,5323,3986,4052,,,1020,192,1018,3275,,,1866,309,466,,,495,,5027,,,,493,,,5571,1821,431,528,,1418,,502,396,,,,,,769,1994,6809
2026-09-14 20:51,512,2282,,,,,461,,,,524,,440,388,1640,471,519,2867,,,5323,3986,4052,,,1020,192,1018,3275,614,,1866,309,466,,5122,495,,5027,,,,493,,,5571,1856,431,528,,1418,,502,396,,,,,,769,1994,6809
2026-09-14 20:56,512,2282,,,,,461,,,,524,,440,388,1640,471,519,2867,,,5323,3986,4052,,,1020,192,1018,3275,614,,1866,309,466,,5122,495,,5027,,,,493,,,5571,1856,431,528,,1418,,502,396,,,,,,769,1994,6809
2026-09-14 21:01,512,2282,,,545,,461,,,920,504,,440,388,1640,471,519,2867,,,5323,3986,4107,,,1020,192,1018,3275,,,1866,309,466,,5187,480,,5157,,,,493,,,5571,1856,431,528,,1418,,502,396,,,,,,769,1994,6809
2026-09-14 21:06,512,2282,,,545,,461,,,920,504,,440,388,1640,471,519,2867,,,5323,3986,4107,,,1020,192,1018,3275,,,1866,309,466,,5187,480,,5157,,,,493,,,5571,1856,431,528,,1418,,502,396,,,,,,769,1994,6809
2026-09-14 21:11,512,,,,545,,461,,,920,504,,440,388,1640,471,519,2867,,,,3986,4107,,,1020,192,1018,3275,,5134,1866,309,466,,5187,495,,5222,,,,493,,,5571,1856,431,528,,1418,,502,396,,,,,,769,1994,6809
2026-09-14 21:16,512,,,,545,,461,,,920,504,,440,388,1640,471,519,2867,,,,3986,4107,,,1020,192,1018,3275,674,5134,1866,309,466,,5187,495,,5222,,,,493,,,5571,1856,431,528,,1418,,502,396,,,,,,739,1994,6809
2026-09-14 21:21,512,,,,545,,461,,,,524,,440,388,1680,471,519,2867,,,,4041,4107,,,1020,,1018,3275,614,5134,1891,309,466,,5187,480,,5157,,,,493,2339,,5571,1856,431,528,,1418,,502,396,,,,,,799,1994,6809
2026-09-14 21:26,512,,,,545,,461,,,,524,,440,388,1680,471,519,2867,,,,4041,4107,,,1020,,1018,3275,614,5134,1891,309,466,,5187,480,,5157,,,,493,2339,,5571,1856,431,528,,1418,,502,396,,,,,,799,1994,6809
2026-09-14 21:31,512,,,,545,,461,,,,524,,440,388,1680,471,,2867,,,,4041,4107,,,1020,,1018,3275,614,5134,1891,309,466,,5187,480,,5157,,,,493,2339,,5571,1856,431,528,,1418,,502,396,,,,,,799,1994,6809
2026-09-14 21:36,512,2317,,,,,461,,,,524,,440,388,1680,471,519,2867,,,5323,4041,4162,,,1020,,1018,3275,644,5134,1891,309,466,,5252,480,,5222,,,,493,2339,,,1856,431,528,,1418,,502,396,,,,,,769,1994,6809
2026-09-14 21:41,512,2317,,,545,,461,,,,504,,440,388,1680,471,,2867,2197,,,4041,4162,,,1020,,1018,3275,644,5134,1891,309,466,,5252,480,,5157,,,,493,2339,,,1856,431,528,,1418,,502,396,,,,,,769,1994,6809
2026-09-14 21:46,512,2317,,,545,,461,,,,504,,440,388,1680,471,519,2867,2197,,,4041,4162,,,1020,,1018,3275,644,5134,1891,309,466,,5252,480,,5157,,,,493,2339,,,1856,416,528,,1418,,502,396,,,,,,739,1994,6809
2026-09-14 21:51,512,2317,,,,,461,,,,,,440,388,1680,471,519,2867,,,5323,4041,4162,,,1020,,1018,,,5134,1891,309,466,1941,5252,480,,5222,,,,493,2339,,5571,1856,401,528,5967,1418,5494,502,396,,,,,,769,1994,6809
2026-09-14 21:56,512,2317,,,,,461,,,,,,440,388,1680,471,519,2867,,,5323,4041,4162,,,1020,,1018,,,5134,1891,309,466,1941,5252,480,,5222,,,,493,2339,,5571,1856,401,528,5967,1418,5494,502,396,,,,,,769,1994,6809
2026-09-14 22:01,512,2317,,,,,461,,,,504,,440,388,1680,471,519,2867,,,5323,4041,4217,,,1020,,1018,,,5134,1891,309,466,1941,5252,480,,5157,,,,493,2339,,5571,1856,416,528,5967,1458,5494,502,396,,,,,,769,1994,6809
2026-09-14 22:06,512,2317,,,,,461,,,,504,,440,388,1680,471,519,2867,,,5323,4041,4217,,,1020,,1018,,,5134,1891,309,466,1941,5252,480,,5157,,,,493,2339,,5571,1856,416,528,5967,1458,5494,502,396,,,,,,769,1994,6809
2026-09-14 22:11,497,2317,,,,,461,,,,504,,440,388,1680,471,519,2867,,,5323,4041,4217,,,,,1018,3275,,5134,1891,,466,1941,5252,480,,5222,,,,493,2339,,5571,1856,416,,5967,1458,5494,502,396,,,,,,769,1994,6809
