timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.45 ACP Super,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge DART,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP ST,4.6x30mm AP SX,4.6x30mm FMJ ST,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-09-15 14:56,452,2212,5718,,,2275,461,,5522,875,504,368,440,538,,471,519,2767,,519,5143,4041,,822,995,192,,3135,524,5079,,294,406,,,,517,,2268,5705,403,,5074,5646,,401,448,,1418,,422,381,,,,224,,,1994,
2026-09-15 14:58,452,2212,5718,,,2275,461,,5522,875,504,368,440,538,,471,519,2767,,519,5143,4041,,822,995,192,,3135,524,5079,,294,406,,,,517,,2268,5705,403,,5074,5646,,401,448,,1418,,422,381,,,,224,,,1994,
2026-09-15 15:01,452,2212,5718,,,2275,461,,5522,875,524,368,440,523,,471,499,2767,,519,5143,4041,,797,995,177,,3275,524,5024,,294,406,,,,527,5027,2268,5705,418,,5074,5646,,401,448,,1418,,422,381,,,,244,,559,1994,6664
2026-09-15 15:06,452,2212,5718,,,2275,461,,5522,875,524,368,440,523,,471,499,2767,,519,5143,4041,,797,995,177,,3275,524,5024,,294,406,,,,527,5027,2268,5705,418,,5074,5646,,401,448,,1418,,422,381,,,,244,,559,1994,6664
2026-09-15 15:11,452,2212,5718,,319,2275,446,,5522,875,524,368,,523,,471,479,2867,2197,519,5323,4041,,822,1020,177,,3275,524,5079,,294,391,,,,527,5092,2268,5705,403,,5074,5646,,401,,,1418,,422,381,,,,244,,559,1994,6664
2026-09-15 15:16,452,2247,5793,,319,2275,446,,5522,875,524,368,,523,,471,479,2867,2197,519,5323,4041,,822,1020,177,1018,3275,,5079,,294,391,,,,527,5092,2268,5705,403,,5074,5646,,401,,,1418,,422,381,,,,244,,589,1994,6809
2026-09-15 15:21,452,2247,5793,,,2275,446,,5522,875,,368,,538,,431,459,2867,,519,5323,4041,,822,1020,177,1018,3275,,5079,,309,406,,,,527,4962,2268,5705,418,,5074,5721,,401,448,,1418,,422,381,,,,224,,589,1994,6809
2026-09-15 15:26,452,2247,5793,,,2275,446,,5522,875,,368,,538,,431,459,2867,,519,5323,4041,,822,995,177,1018,3275,494,5079,,309,406,,,,527,4962,2268,5705,418,,5074,5721,,401,448,,1418,,422,381,,,,224,,649,,6809
2026-09-15 15:31,452,2247,5793,,319,2275,446,,5522,,504,368,,538,,431,459,2867,,519,5323,4041,,822,995,177,1018,,494,5079,,309,406,,,,527,4962,2268,5705,418,,5074,5721,,401,448,,1418,,422,381,,,,224,,589,,6809
2026-09-15 15:36,452,2247,5793,,319,2275,446,,5522,,504,368,,523,,471,459,2767,,519,5143,4041,4162,822,995,177,1018,3135,,5079,,309,406,,,,527,5027,2268,5705,418,,5074,5721,,401,448,,1418,,422,381,,,,224,,589,1994,6809
