timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-09-01 16:56,437,1932,5643,545,799,1925,446,,,378,388,511,519,3667,,,5323,4437,1370,387,1538,4255,404,5189,,,,,5447,360,,5157,,1918,5635,373,,5834,5796,1751,,468,,1538,6574,1930,,,,,4679,364,1721,529,1994,
2026-09-01 17:01,437,1932,5643,545,799,1925,446,,,378,388,511,519,3667,,,5323,4437,1370,387,1538,4255,404,5189,,,,,5447,360,,5157,,1918,5635,373,,5834,5796,1751,,468,,1538,6574,1930,,,,,4679,364,1721,529,1994,
2026-09-01 17:06,422,1932,5643,,879,1925,446,,,378,388,511,519,3667,,,5323,4382,1370,387,1408,4255,,5189,1866,,,,5447,360,,5027,,1883,5635,373,,5834,5721,1751,,,,1538,6574,1930,,,,,4679,344,1681,559,1994,
2026-09-01 17:11,437,1932,5643,,879,1925,,,,378,388,,,3567,,,5143,4382,1370,387,,4255,,5189,1866,,,1851,5447,360,,4962,,1883,5635,373,,5834,5721,1751,,,6367,1498,6574,1890,,,,,4679,364,1681,559,1994,
2026-09-01 17:16,437,1932,5643,,879,1925,,,,378,388,,,3567,,,5143,4382,1370,387,1473,4255,434,5189,1866,,,1851,5447,360,,4962,,1883,5635,373,,5834,5721,1751,,,6367,1498,6574,1890,,,,,4679,364,1681,499,1994,
2026-09-01 17:21,422,1932,5568,,879,1925,446,,,378,388,,519,3567,,,5143,4382,1370,387,1408,4255,404,5189,1866,,,,5447,360,,,,1883,5635,373,,5834,5721,,,468,,1538,6574,1890,,,,,4679,364,1681,499,1994,
2026-09-01 17:26,422,1932,5568,,919,1925,446,,,378,388,,519,3567,,,5143,4382,1370,387,1408,4255,404,5189,1866,,,,5447,345,,4962,,1883,5635,373,,5834,5721,1751,,468,,1538,6574,1890,,,,,4679,364,1681,499,1994,
2026-09-01 17:31,437,1897,5568,,919,1890,446,,,378,,511,519,3567,,,5143,4382,1345,,,4255,,5134,1866,,,1851,5447,345,,4962,,1883,5635,373,,5834,5721,1751,,,6367,1538,6574,1890,,,,,4679,344,1641,499,1994,
2026-09-01 17:36,437,1897,5568,,879,1890,446,,,378,,511,519,3567,,,5143,4382,1345,,1538,4255,,5134,1866,,,1851,5447,360,,4962,,1883,5635,373,,5834,5721,1751,,,6367,1538,6574,1890,,,,,4679,344,1641,529,1994,
2026-09-01 17:41,422,1897,5493,,859,,446,,,378,388,511,519,3567,,554,,4327,1345,387,1408,,,5134,1866,,,1851,5382,360,,4897,,1848,5565,373,,5739,5721,1751,,,6367,,6454,1890,,,,,4679,344,1641,559,1924,
2026-09-01 17:46,422,1897,5493,,859,,446,,,378,388,511,519,3567,,554,,4327,1345,387,1408,4255,,5134,1866,,,1851,5382,360,,4897,,1848,5565,373,,5739,5721,1751,,,6367,,6454,1890,,,,,4679,344,1641,559,1924,
2026-09-01 17:51,422,1897,5493,,859,,446,,,378,388,511,519,3567,,554,,4327,1345,387,1408,4255,,5134,1866,,,1851,5382,360,,4897,,1848,5565,373,,5739,5721,1751,,,6367,,6454,1890,,,,,4679,344,1641,559,1924,
2026-09-01 17:56,437,1897,5493,,859,,446,,,378,388,,519,3567,,554,5143,4327,1345,387,1538,4255,,5079,1866,,,1851,5382,360,,4962,,1848,5495,373,,5739,5721,1716,,,6367,1538,6454,1890,,,,,4679,364,1641,529,1994,
2026-09-01 18:01,437,1897,5493,,859,,446,,,378,388,,519,3567,,554,5143,4327,1345,387,1538,4255,,5079,1866,,,1851,5382,360,,4962,,1848,5495,373,,5739,5721,1716,,,6367,1538,6454,1890,,,,,4679,364,1641,529,1994,
2026-09-01 18:02,437,1897,5418,,879,1890,446,,,373,388,511,,3467,,,5143,,1345,387,1473,4395,,5024,1866,,,1851,5382,360,597,4897,,,5495,388,,5739,5721,1751,,468,6367,1498,,1850,,,,,4679,344,1641,559,1994,
2026-09-01 18:06,437,1897,5418,,879,1890,446,,,373,388,511,,3467,,,5143,,1345,387,1473,4395,,5024,1866,,,1851,5382,360,597,4897,,,5495,388,,5739,5721,1751,,468,6367,1498,,1850,,,,,4679,344,1641,559,1994,
2026-09-01 18:11,422,,,,879,1890,,,,373,388,,519,3467,,554,5143,,1345,387,1473,4395,,5024,1866,,,1851,5317,360,597,4897,,,5495,373,,5739,5721,1751,,,6367,1498,,1850,,,,,4614,344,1641,559,1994,
2026-09-01 18:16,422,1862,5343,,839,,431,,,373,388,,519,3467,,554,5143,,1345,387,1473,4395,,5024,1866,,,1851,5317,360,,4897,,1848,5495,373,,5739,5721,1751,,,6367,1538,,1850,,,1636,,4614,344,1641,559,1994,
2026-09-01 18:21,437,1862,5343,545,839,1855,431,,,,388,511,519,3367,,,5323,,,387,1408,4395,404,5024,1866,,,1851,5187,360,,4767,,1848,5495,373,,5739,5721,1751,,,6367,1538,,1810,,,1636,,4614,364,1641,559,1994,
2026-09-01 18:26,437,1862,5343,545,839,1855,431,,,,388,511,519,3367,,,5323,,,387,1408,4255,404,5024,1866,,,1851,5187,360,,4767,,1848,5495,373,,5739,5721,1751,,,6367,1538,,1810,,,1636,,4614,364,1641,559,1994,
2026-09-01 18:27,437,1862,5343,545,839,1855,431,,,,388,511,519,3367,,,5323,,,387,1408,4255,404,5024,1866,,,1851,5187,360,,4767,,1848,5495,373,,5739,5721,1751,,,6367,1538,,1810,,,1636,,4614,364,1641,559,1994,
2026-09-01 18:31,437,1862,5343,545,839,1855,431,,,,388,511,519,3367,,,5323,,,387,1408,4255,404,5024,1866,,,1851,5187,360,,4767,,1848,5495,373,,5739,5721,1751,,,6367,1538,,1810,,,1636,,4614,364,1641,559,1994,
2026-09-01 18:36,452,1897,5343,,839,,446,,,,373,,499,3467,,554,5143,,1345,387,1473,4255,,5024,1866,,391,1851,5122,360,,4702,,1813,5495,388,,5644,5721,1751,,,6367,1538,,1770,,,1636,,4549,344,1641,529,1994,
2026-09-01 18:41,452,1897,5343,,839,,446,,,,373,,499,3467,,554,5143,,1345,387,1473,4255,,5024,1866,,391,1851,5122,360,,4702,,1813,5495,388,,5644,5721,1751,,,6367,1538,,1770,,,1636,,4549,344,1641,529,1994,
2026-09-01 18:46,452,1897,,545,779,1855,446,,,378,388,511,,3367,,,5323,,1345,387,,4255,404,5024,1866,,,1851,5122,375,,4702,,,5495,388,,5644,5721,1751,,,6367,1538,,1810,,351,1636,,4549,344,1641,499,1994,
2026-09-01 18:51,437,1897,,,779,1890,446,,,378,388,511,,3367,,,5323,,1345,387,1408,4255,404,5024,1866,,,1851,5122,375,,4702,,,5425,388,,5644,5646,1751,,,6367,1498,,1810,,351,1636,,4549,344,1601,499,1994,
2026-09-01 18:56,437,1897,,,879,1890,446,,,378,388,511,,3367,,,5323,,1345,387,1408,4395,404,5024,1866,,,1851,5122,375,,4702,,,5425,388,,5644,5646,1751,,,6367,1498,,1810,,351,1636,,4549,344,1601,499,1994,
2026-09-01 19:01,,1862,,,839,1855,446,,,378,388,511,519,,,,5143,,1345,387,,4255,404,4969,1866,,,1851,5122,375,,4767,,,5425,373,,5644,5646,1751,,,6367,1498,,1810,,351,1636,718,4549,344,1601,499,1924,
2026-09-01 19:06,452,1862,,,839,1855,446,,,378,388,511,519,,,,5143,,1345,387,1538,4255,404,4969,1866,,,1851,5122,375,,4767,,,5425,373,,5644,5646,1751,,,6367,1498,,1810,,351,1636,718,4549,344,1601,499,1924,
2026-09-01 19:11,437,1862,,545,779,1855,446,,,378,388,,,,,,5323,,1345,387,1408,,,4969,1866,,,1851,5122,375,,4702,,,5425,373,,5549,5646,1751,,,6267,1538,,1810,,351,1636,718,4549,344,1641,499,1994,
2026-09-01 19:16,437,1862,,545,779,1855,446,,,378,388,,,,,,5323,,1345,387,1408,4395,,4969,1866,,,1851,5122,375,,4702,,,5425,373,,5549,5646,1751,,,6267,1538,,1810,,351,1636,718,4549,344,1641,499,1994,
2026-09-01 19:21,437,1862,,545,779,1855,446,,,378,388,,,,,,5323,,1345,387,1408,4395,,4969,1866,,,1851,5122,375,,4702,,,5425,373,,5549,5646,1751,,,6267,1538,,1810,,351,1636,718,4549,344,1641,499,1994,
2026-09-01 19:26,437,1862,,,759,,446,,,378,388,511,,,,,4963,,1345,387,1473,4255,404,4969,1866,,,1851,5122,375,,4702,,,5425,388,,5549,5646,1751,446,,6267,1538,,1810,,351,,718,4549,344,1601,559,1924,
2026-09-01 19:31,437,1862,,,759,,446,,,378,388,511,,,,,4963,,1345,387,1473,4255,404,4969,1866,,,1851,5122,375,,4702,,,5425,388,,5549,5646,1751,446,,6267,1538,,1810,,351,,718,4549,344,1601,559,1924,
2026-09-01 19:36,452,1897,,545,739,,446,,,378,388,,519,3367,,,5143,,1345,387,1473,4255,,4969,1866,,,1851,5122,375,,4637,,,5425,373,,5549,5646,1751,446,,6267,1538,,1810,,351,,718,4549,344,1641,469,1994,
2026-09-01 19:37,452,1897,,545,739,,446,,,378,388,,519,3367,,,5143,,1345,387,1473,4255,,4969,1866,,,1851,5122,375,,4637,,,5425,373,,5549,5646,1751,446,,6267,1538,,1810,,351,,718,4549,344,1641,469,1994,
2026-09-01 19:41,452,1897,,,699,,446,,,378,388,511,519,3367,,,,,1345,387,1473,4255,,4969,1866,,,1851,5122,390,,4767,,,5425,388,,,5646,1751,446,468,6267,1538,,,,351,,718,4549,344,1641,469,1994,
2026-09-01 19:46,452,1897,,,699,,446,,,378,388,511,519,3367,,,,,1345,387,1473,4255,404,4969,1866,,,1851,5122,390,,4767,,,5425,388,,,5646,1751,,468,6267,1538,,1810,,351,,718,4549,364,1641,559,1994,
2026-09-01 19:51,452,1897,,,699,,446,,,378,388,511,,3367,,,5143,,1345,,1473,4255,404,4969,1841,,,1851,5122,390,,4702,,,5425,388,,,5646,1751,446,468,6267,1538,,,,351,,718,4549,344,,559,1994,
2026-09-01 19:56,452,1897,,,699,,446,,,378,388,511,,3367,,,5143,,1345,387,1473,4255,,4969,1841,,,1851,5122,390,,4702,,,5425,388,,,5646,1751,446,468,6267,1538,,1810,,351,,718,4549,344,1641,529,1994,
2026-09-01 20:01,452,1897,,,699,,446,,,378,388,511,,3367,,,5143,,1345,387,1473,4255,,4969,1841,,,1851,5122,390,,4702,,,5425,388,,,5646,1751,446,468,6267,1538,,1810,,351,,718,4549,344,1641,529,1994,
2026-09-01 20:06,452,1897,,545,739,1890,446,,,378,388,511,519,,,,5143,,1345,387,1473,4255,404,4969,1841,,,1851,5122,390,,4767,,1848,5425,388,,,5646,1751,,468,,1538,,1810,,351,,,4549,344,1641,559,1994,
2026-09-01 20:11,452,1897,5343,,739,1890,446,,,378,388,511,519,,,,5143,,1345,387,1473,4255,404,4969,1841,,,1851,5122,390,,4767,,1848,5425,388,,,5646,1751,,468,,1538,,1810,,351,,,4549,344,1641,559,1994,
2026-09-01 20:16,452,1897,5343,,719,1890,446,,,378,388,511,,,,,5143,,1345,387,1473,4255,404,4969,1841,,,1851,5122,390,,4962,,1848,5425,388,,,5646,1751,,468,,1538,,1810,,351,,,4549,364,1641,559,1994,
2026-09-01 20:21,,1897,5343,,679,1890,446,,,378,388,511,,,,,5143,,1345,387,1473,4255,404,4969,1841,,,1851,5122,375,,4962,,1848,5425,388,,,5646,1751,,468,,1538,,1810,,351,,,4549,364,1641,529,1994,
2026-09-01 20:26,437,1932,5418,545,679,1890,446,,,378,388,511,519,,,,5143,,1370,387,1473,4255,404,4969,1866,,,1851,5187,375,,4962,,1848,5425,388,,,5646,1751,,,,1538,,1850,,351,,,4549,364,1641,529,1994,
2026-09-01 20:31,437,1932,5418,,699,1890,446,,,378,388,511,519,3467,,,5143,,1370,387,1408,4255,,4969,1866,,,1851,,375,,4962,,1848,5425,388,,,5646,1751,446,,6267,1538,,1890,,,,,4549,344,1641,559,1994,
2026-09-01 20:36,452,1932,5418,,699,1890,446,,,378,388,511,519,3467,,,5143,,1370,387,1408,4255,,4969,1866,,,1851,5317,375,,5027,,1848,5425,388,,,5646,1751,446,,6267,1538,,1890,,,,,4549,344,1641,559,1994,
2026-09-01 20:41,452,1932,5418,,699,1890,446,,,373,388,511,519,3467,,,5143,,1370,387,1408,4255,404,4969,1866,,,1851,5317,390,,5027,,1883,5425,388,,,5646,1751,,,6367,1538,,1890,,,,,4549,344,,559,1994,
2026-09-01 20:46,437,1932,5418,,699,1890,446,,,373,388,511,519,3467,,,5143,,1370,387,1408,4395,404,4969,1866,,,1851,5317,390,,5027,,1883,5425,388,,,5646,1751,,,6367,1538,,1890,,,,,4549,344,1681,559,1994,
2026-09-01 20:51,,1932,5493,,699,1925,446,,,373,,511,519,3467,,,,,1370,387,1408,4395,,4969,1866,,,1881,5382,390,,5027,,1883,5425,388,,5549,5646,1751,,468,6367,1538,,1890,,,,,4549,344,1681,559,1994,
2026-09-01 20:56,452,1932,5493,,619,1925,446,,,373,,511,519,3467,,,,,1370,387,1408,4255,,4969,1866,,,1881,5382,390,,5027,,1883,5425,388,,5549,5646,1751,,468,6367,1538,,1890,,,,,4549,344,1681,529,1994,
2026-09-01 21:01,437,1932,5493,545,619,1925,446,,,373,388,511,519,3467,,,,,1395,387,1408,4255,,5024,1866,,,1881,5447,390,,5027,,1918,5425,388,,,5646,,,,6367,1538,,1890,,,,,4549,344,1681,529,1994,
2026-09-01 21:06,437,1932,5493,545,659,1925,446,,,373,388,511,519,3467,,,,,1395,387,1408,4255,404,5024,1866,,,1881,5447,390,,5027,,1918,5425,388,,,5646,1786,,,6367,1538,,1930,,,,,4549,344,1681,529,1994,
2026-09-01 21:07,437,1932,5493,545,659,1925,446,,,373,388,511,519,3467,,,,,1395,387,1408,4255,404,5024,1866,,,1881,5447,390,,5027,,1918,5425,388,,,5646,1786,,,6367,1538,,1930,,,,,4549,344,1681,529,1994,
2026-09-01 21:11,437,1932,5493,545,659,1925,446,,,373,388,511,519,3467,,,,,1395,387,1408,4255,404,5024,1866,,,1881,5447,390,,5027,,1918,5425,388,,,5646,1786,,,6367,1538,,1930,,,,,4549,344,1681,529,1994,
2026-09-01 21:16,452,1932,5568,,619,1925,446,,,373,388,511,519,3467,,,5143,,1395,387,1473,4255,404,5024,1866,,,1881,5447,390,,5027,,1918,5495,388,,,5646,1786,,,6367,1538,,1930,,,,,4549,344,1721,559,1994,
2026-09-01 21:21,452,1932,5568,545,619,1925,446,,,,388,511,519,3467,,,5143,,1395,387,1473,4255,404,5024,1866,,,1881,5447,390,,5027,,1918,5495,388,,,5646,1786,,468,6367,1538,6454,1930,,,,,4549,344,1721,559,1994,
2026-09-01 21:26,452,1932,5568,545,619,1925,446,,,,388,511,519,3467,,,5143,,1395,387,1473,4395,404,5024,1866,,,1881,5447,390,,5027,,1918,5495,388,,,5646,1786,,468,6367,1538,6454,1930,,,,,4549,344,1721,499,1994,
2026-09-01 21:31,452,1932,5568,545,459,1925,446,,,,388,511,519,,,,5143,,1395,387,1473,4395,404,5024,1866,,,1881,5447,390,,5027,,1918,,388,,,5646,1786,,468,6367,1538,6454,1930,,,,,4549,344,1721,499,1994,
2026-09-01 21:36,452,1932,5568,545,459,1925,446,,,,388,511,519,3567,,,5143,,1395,387,1473,4395,404,5024,1866,,,1881,5447,390,,5092,,1918,5565,388,,,5646,1786,,,6367,1538,6454,1930,,351,,,4549,364,1721,529,1994,
2026-09-01 21:41,437,1932,5568,,,1925,446,,,373,388,,519,3567,,,5143,4327,1395,387,1473,4395,,5024,1866,,,1881,5447,390,,5092,1773,1918,5635,388,,,5646,1786,,,6367,1538,6574,1930,,,,,4549,364,1721,529,1994,
2026-09-01 21:46,437,1932,5568,,519,1925,446,,,373,388,,519,3567,,,5143,4327,1395,387,1473,4395,,5024,1866,,,1881,5447,390,,5092,1773,1918,5635,388,,,5646,1786,,,6367,1538,6574,1930,,,,,4549,364,1721,499,1994,
2026-09-01 21:51,,1932,5643,545,519,1925,446,,,,388,511,519,3567,,,5143,,1395,387,1473,4395,,5024,1866,,,1881,5447,390,,5092,,1918,5635,388,,,5646,1786,,,6367,1538,6574,1930,,,,,4549,344,1721,499,1994,
2026-09-01 21:56,452,1932,5643,545,519,1925,446,,624,,388,511,519,3567,,,5143,,1395,387,1473,4395,,5024,1866,,,1881,5447,375,,5157,,1918,5635,388,,,5646,1786,,,6367,1538,6574,1930,,,,,4549,344,1721,469,1994,
2026-09-01 22:01,452,1932,5643,,519,1925,446,,624,,388,511,519,3567,,,5143,4382,1395,387,1473,4395,,5024,1866,,,,5447,375,,5157,1773,1918,5635,388,,,5646,1786,,,6367,1538,6574,1930,,,,,4614,344,1721,469,1994,
2026-09-01 22:06,437,1932,5643,,579,1925,446,,,,388,511,519,3567,,,5143,4382,1395,387,1538,4395,,5024,1866,,,1911,5447,390,,5157,1773,1918,5635,388,,,5646,1786,,,6367,1538,6574,1930,,,,,4614,344,1721,499,1994,
