timestamp,.300BLK_3,.300BLK_4,.300BLK_5,".357 Magnum 9号霰射""鼠弹""",.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-07-21 00:23,,1687,4968,,,,559,1785,,,1280,624,,,1720,591,519,3067,1942,659,4963,3832,,402,1213,3275,584,4254,,,,,4407,,,4377,1773,,4445,478,1619,4884,4821,1611,506,,5567,1058,6094,1650,,456,,,4549,344,1601,709,,5794
2026-07-21 00:41,,1687,4968,,,545,559,1785,,,,,,,1760,591,519,3067,1942,659,4963,3832,,402,1278,3275,584,4254,,,511,,4472,,,4442,,1778,4445,478,1619,4884,4821,,506,,5567,1058,6094,1690,,456,,,4614,344,1601,709,,5794
2026-07-21 00:51,,1652,4968,,,,559,1785,,,1280,,,463,1760,591,519,3067,1942,659,4963,3832,,402,1278,,584,4254,,,,,4472,510,,4442,,,4445,478,1619,4979,4821,1541,521,,5567,1058,6094,1690,522,456,,,4614,344,1601,709,1994,5794
2026-07-21 01:04,,1687,4968,,,545,539,1750,566,,1280,624,,,1760,591,519,3067,1942,,4963,3832,,387,1278,3275,554,4254,,,,,4472,495,,4442,,1743,4445,478,1619,4979,4821,1576,521,,5567,1058,6094,1690,522,456,,,4614,344,1601,,,5649
2026-07-21 01:22,,1687,4968,,,,539,1785,566,,1280,604,,478,1760,591,519,3067,1942,659,4963,3832,,402,1278,,554,4254,,,,,4472,,,4442,,,4445,478,1619,4979,4821,1611,521,528,5667,1058,6094,1690,522,456,,,4679,344,1601,709,1994,6084
2026-07-21 01:31,,1687,4968,,,,539,1785,566,,1280,604,,478,1760,591,519,3067,1942,659,4963,3832,,402,1278,,554,4254,,,,,,,,4442,,,4445,478,1619,4979,4821,,521,528,5667,1058,6094,1690,522,456,,,4679,344,1601,709,1994,6084
2026-07-21 01:41,,1652,4968,,,545,559,,,,1280,604,,478,1760,591,519,3167,1942,659,4783,3832,,417,1278,3275,584,4254,,,,,4472,510,,4442,,,4445,493,1619,4979,4821,1611,521,528,5667,1058,6094,1690,522,456,,,4744,344,1601,,1994,6229
2026-07-21 01:51,,1652,4968,,,,519,1785,,,1325,624,,478,1760,591,519,3167,1942,,4963,3832,,387,1278,3275,614,4309,,,,,4472,510,,4442,,,4445,,1619,4979,4896,1611,521,528,5667,1058,6094,1690,522,456,,,4809,344,1601,,1994,6084
2026-07-21 02:01,,1687,4968,,,,519,1785,,,,624,,478,1760,591,519,3167,1942,,4963,3832,,387,1278,3275,584,4309,,,,,4472,510,,4442,,,4445,493,1619,4979,4896,1611,521,528,5667,1058,6094,1690,522,456,,,4809,344,1601,709,1994,6229
2026-07-21 02:11,,1687,4968,,,545,539,1785,551,,1235,604,,478,1760,591,519,3167,1942,,4783,3832,,,1278,,614,4309,,504,,,4472,510,,4377,,,4445,478,1619,5074,4896,1611,521,528,5667,1058,6094,1690,,456,,,4809,,1601,,1924,6229
2026-07-21 02:21,,1687,4968,,,,519,1750,551,,,624,,463,1760,591,519,3167,1942,659,4783,3832,,402,1213,,614,4309,,,,,4472,510,,4377,,,4445,478,1619,5074,4896,1611,521,,5667,1018,6094,1650,522,456,,,4809,344,1601,,,6229
2026-07-21 02:31,,1687,,,,590,559,1750,566,,1280,604,,478,1760,591,519,3167,1942,,4783,3832,,387,1213,3275,614,4309,,,,,4472,,,4442,,,4445,478,1619,5074,4896,1611,521,528,5667,1058,6094,1650,,456,,,4809,344,1561,739,,6229
2026-07-21 02:41,,1687,4968,,,545,539,1750,566,,1280,624,,463,1720,591,519,3167,1942,,4963,3832,,387,1278,3275,584,4309,,504,,,4472,495,,,,,4445,478,1619,5074,4896,1611,521,,5667,,6094,1650,,456,,,4809,344,,709,,6374
2026-07-21 02:51,,1687,4968,,,590,559,1750,566,,1280,624,,478,1760,,519,3167,1942,,,3832,,387,1278,3275,614,4309,,,,,4472,,,4312,,1743,4445,478,1619,5074,4896,1611,521,,5667,,6094,1650,,456,,,4809,344,1601,,1924,6374
2026-07-21 03:01,,1687,4968,,,590,559,1750,566,,1280,624,,478,1760,,519,3167,1942,,,3832,,387,1343,3275,554,4309,,,,,4472,,,4312,,1743,4445,478,1619,5074,4896,1611,521,,5667,,6094,1650,,456,,,4809,344,1601,,1924,6374
2026-07-21 03:11,,1687,4968,,,545,539,1785,566,,1325,604,,,1720,591,519,3167,1942,,4963,3832,,402,,3275,584,4309,,504,,,4472,495,,,,,4445,478,1619,5074,4896,1576,521,,5667,1058,6094,1650,522,456,,,4874,344,1601,,,6374
2026-07-21 03:21,,1687,4968,,,545,519,1750,566,,1325,,,478,1800,,519,3167,1942,659,4783,3832,,387,1213,3275,584,4309,,504,,,4472,495,,4442,,,4445,478,1619,5074,4896,1611,521,,5667,1058,6094,1650,,456,,,4874,,1561,739,,6374
2026-07-21 03:31,,1687,4968,,,545,519,1785,566,,1280,624,,463,1760,591,519,3167,1942,,4783,3832,,402,1213,3275,674,4309,,,,,4472,495,,4377,,,4445,478,1619,5074,4896,1611,521,,5667,1058,6094,1610,,456,,,4874,,1601,709,1924,6229
2026-07-21 03:42,,1687,5043,,,590,519,1750,566,,1325,624,,463,1720,591,519,3067,1942,659,4963,3777,,387,1343,3275,674,4309,,504,,,4472,495,,4442,,,4445,478,1619,5074,4896,1576,521,,5667,,6094,1650,,456,,,4874,,1601,,1994,6809
2026-07-21 03:51,,1687,5043,,,590,519,1750,566,,1235,624,,448,1760,591,519,3067,1942,,4783,3832,,402,,3275,,4309,,,,,4472,495,,4442,,,4445,463,1619,5074,4896,1576,521,508,5667,1018,6094,1650,,456,,,4874,,1601,,1994,6664
2026-07-21 04:01,,1687,5043,,,590,519,1750,566,,1235,624,,448,1760,591,519,3067,1942,,4783,3832,,402,1213,,554,4309,,,,,4472,495,,4442,,,4445,463,1619,5074,4896,1576,521,508,5667,1018,6094,1650,,456,,,4874,,1601,,1994,6664
