timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-08-24 14:46,,2002,5418,,439,2170,626,,1415,,383,553,2080,751,,3967,3047,869,,4272,1420,492,1733,4115,704,4529,,564,556,,,570,,4897,1923,2163,5495,568,2204,5549,5346,1891,626,648,6367,1618,6454,2210,682,486,758,4549,564,1961,799,1994,7244
2026-08-24 14:51,,2002,5418,,439,2170,626,,1415,,383,553,2080,751,,3967,3047,869,,4272,1420,492,1733,4115,704,4529,,564,556,,,570,,4897,1923,2163,5495,568,2204,5549,5346,1891,626,648,6367,1618,6454,2210,682,486,758,4549,564,1961,799,1994,7244
2026-08-24 14:56,,2002,5418,,439,2170,626,,1415,644,383,553,2080,791,,3967,2962,869,5143,4272,1420,492,1733,4115,704,4529,,564,556,,,570,,4962,1923,2163,5495,568,2204,5644,5346,1891,626,648,6367,1618,6454,2210,682,486,758,4549,564,1961,799,1994,7244
2026-08-24 15:01,617,2002,5418,,439,2170,626,,1415,644,383,553,2120,791,,3967,,869,,4272,1420,492,1733,3975,704,4529,,564,556,,,570,,4962,1923,2163,,568,2204,,5346,1891,626,648,6367,1618,6454,2210,682,486,758,4549,564,1961,769,1994,7244
2026-08-24 15:06,617,2002,5418,,439,2170,626,,1370,644,383,568,2120,791,,3967,3047,,,4272,1420,492,1733,3975,704,4529,,564,556,,,570,,4962,1923,2163,5495,568,2204,5644,5346,1891,626,648,6367,1618,6454,2210,682,486,758,4549,564,1961,769,1994,7244
2026-08-24 15:11,617,2037,5418,,,2170,626,,1370,664,383,568,2120,791,,3967,3047,869,5143,4272,1420,492,1733,4115,704,4584,,564,556,,,570,,4962,1923,2163,5565,568,2204,5644,5346,1926,626,648,6367,1618,6454,2210,682,486,758,4614,564,1961,799,,7099
2026-08-24 15:16,617,2037,5418,,,2170,626,,1370,664,383,568,2120,791,,3967,3047,869,5143,4272,1420,492,1668,4115,734,4584,,564,556,,,570,,4962,1923,2163,5565,568,2204,5644,5346,1926,626,648,6367,1618,6454,2210,682,486,758,4614,564,1961,799,,7099
2026-08-24 15:21,617,2037,5418,,,2170,626,,1370,664,383,568,2120,831,,3967,3047,869,5143,4272,1420,492,1668,4115,734,4584,,564,556,,,570,,4962,1923,2163,5565,568,2204,5644,5346,1926,626,648,6367,1618,6454,2210,682,486,758,4614,564,1961,799,,7099
2026-08-24 15:26,617,2037,5418,,,2170,626,,1370,644,383,568,2120,831,,3967,3047,,,4272,1420,492,1668,3975,674,4584,,579,556,,,570,,4962,1923,2163,5565,568,2204,5644,5346,1926,626,648,6367,1618,6454,2210,682,486,758,4614,584,1961,799,1994,7099
2026-08-24 15:31,617,2037,5418,,,2170,626,,1415,644,383,568,2120,871,,3967,3047,,,4272,1420,492,1668,3975,674,4584,,579,556,,,570,,4962,1923,2163,5565,568,2204,5644,5346,1926,626,648,6367,1618,6454,2210,682,486,758,4614,584,1961,799,1994,7099
2026-08-24 15:36,617,2072,5343,,,2170,641,,1415,,383,568,2120,871,,3967,3047,,5143,4272,1420,492,1668,3975,704,4584,,579,571,,,570,,4897,1923,2163,5565,568,2204,5644,5346,1926,641,648,6367,1618,6454,2210,682,486,758,4614,584,1961,799,1994,6954
2026-08-24 15:41,617,2072,5418,,,2170,641,,1415,644,383,568,2120,871,,3967,2962,,5143,4272,1445,492,1668,3975,704,4584,,579,571,,,,,4962,1923,2163,5565,568,2204,5644,5346,,641,648,6367,1618,6454,2210,682,486,758,4614,584,1961,799,1994,6954
2026-08-24 15:46,617,2072,5418,,,2170,641,,1415,644,383,568,2120,831,,3967,2962,,5143,4272,1445,492,1668,3975,704,4584,,579,571,,,585,,4962,1923,2163,5565,568,2204,5644,5346,1926,641,648,6367,1618,6454,2210,682,486,758,4614,584,1961,799,1994,6954
2026-08-24 15:51,617,2107,5418,,439,2170,641,,1415,664,383,568,2120,831,,3967,2962,,,4272,1445,492,1668,4115,704,4584,,579,571,,4992,585,,4962,1923,2163,5565,568,2204,5644,5346,1926,641,648,,1618,6454,2210,682,486,758,4614,584,2001,799,1994,6954
2026-08-24 15:56,617,2107,5418,,439,2170,641,,1415,664,383,568,2120,831,,3967,2962,,,4272,1445,492,1668,4115,704,4584,,579,571,,4992,585,,4962,1923,2163,5565,568,2204,5644,5346,1926,641,648,,1618,6454,2210,662,486,758,4614,584,2001,799,1994,6954
2026-08-24 16:01,617,2107,5418,,439,2170,641,,1415,664,383,568,2120,831,,3967,2962,,,4272,1445,492,1668,4115,704,4584,,579,571,,4992,585,,4962,1923,2163,5565,568,2204,5644,5346,1926,641,648,,1618,6454,2210,662,486,758,4614,584,2001,799,1994,6954
2026-08-24 16:06,617,2107,5418,,439,2170,641,,1415,664,383,568,2120,831,,3967,3047,,,4272,1445,492,1733,3975,674,4584,,579,571,,4992,585,,4962,1923,2163,5565,568,2204,5644,5346,1926,641,648,,1618,6454,2250,662,486,758,4614,584,2001,799,1994,6954
2026-08-24 16:11,617,2107,5418,,439,2170,641,,1415,,383,568,2120,831,,3967,3047,,5143,4272,1445,492,1733,3975,704,4584,,579,571,,4992,585,,5027,1923,2163,5565,568,2204,5644,5346,1926,641,648,6367,1618,6454,2250,662,486,758,4614,564,2001,799,1994,6954
2026-08-24 16:16,617,2107,5418,,439,2170,641,,1415,,383,568,2120,831,,3967,3047,,5143,4272,1445,492,1733,3975,704,4584,,579,571,,4992,585,,5027,1923,2163,5565,568,2204,5644,5346,1926,641,648,6367,1618,6454,2250,662,486,758,4614,564,2001,799,1994,6954
2026-08-24 16:21,617,2107,5418,,439,2170,641,,1415,,383,568,2160,831,,3967,2962,,5143,4272,1445,492,1733,4115,674,4584,,579,571,,4992,585,,4962,1923,2163,5565,568,2204,5644,5346,1926,641,648,6367,1618,6454,2250,662,486,758,4614,564,2001,799,1994,6809
2026-08-24 16:26,617,2107,5418,,439,2170,641,,1415,,383,568,2160,831,,3967,2962,,5143,4272,1445,492,1733,4115,674,4584,,579,571,,4992,585,,4962,1923,2163,5565,568,2204,5644,5346,1926,641,648,6367,1618,6454,2250,662,486,758,4614,564,2001,799,1994,6809
2026-08-24 16:31,617,2107,5418,,,2170,641,,1415,644,383,568,2160,831,,3967,3047,,5143,4272,1445,492,1733,4115,674,4584,,579,571,,4992,585,,4962,1923,2163,5565,568,2204,5644,5346,1926,641,648,6367,1618,6454,2250,662,486,758,4614,564,2001,799,1994,6809
2026-08-24 16:36,617,2107,5418,,,2170,641,,1415,644,383,568,2160,831,,3967,3047,,5143,4272,1445,492,1733,4115,644,4584,,579,571,,4992,585,,4962,1923,2163,5565,568,2204,5644,5346,1926,641,628,,1618,6454,2250,662,486,758,4614,564,2001,799,1994,6809
2026-08-24 16:41,617,2142,5418,,439,2170,641,,1415,644,383,568,2160,831,,3967,2962,,,4272,1445,492,1733,3975,,4584,,579,571,,4992,585,,4962,1923,2128,5565,568,2159,5644,5346,1926,641,648,6367,1618,6454,2250,662,486,758,4614,564,2001,769,1994,6809
2026-08-24 16:46,617,2142,5418,,439,2170,641,,1415,644,383,568,2160,831,,3967,2962,,,4272,1445,492,1733,3975,704,4584,,579,571,,4992,585,,4962,1923,2128,5565,568,2159,5644,5346,1926,641,648,6367,1618,6454,2250,662,486,758,4614,564,2001,769,1994,6809
2026-08-24 16:51,617,2142,5418,,439,2170,641,,1415,644,383,568,2160,831,,3967,2962,,,4272,1445,492,1733,3975,704,4584,,579,571,,4992,585,,4962,1923,2128,5565,568,2159,5644,5346,1926,641,648,6367,1618,6454,2250,662,486,758,4614,564,2001,769,1994,6809
2026-08-24 16:56,617,2142,5343,,,2170,641,,1460,644,388,568,2160,831,,3967,2962,,,4272,1445,492,1668,3975,644,4584,,579,571,,4992,585,,4962,1923,,5565,568,2159,5644,5346,1926,641,648,6367,1618,6454,2250,662,486,758,4614,564,1961,799,1994,6954
2026-08-24 17:01,617,2142,5343,,,2170,641,,1460,644,388,568,2160,831,,3967,2962,,,4272,1445,492,1668,3975,644,4584,,579,571,,4992,585,,4962,1923,,5565,568,2159,5644,5346,1926,641,648,6367,1618,6454,2250,662,486,758,4614,564,1961,799,1994,6954
2026-08-24 17:06,617,2142,5343,,439,2170,641,,1325,644,383,568,2160,831,,3967,2962,,5143,4217,1445,492,1668,4115,674,4529,,579,571,,4992,585,,4962,1923,,5565,568,2159,5644,5346,1926,641,628,,1618,6454,2250,662,486,758,4614,544,1961,799,1994,7099
2026-08-24 17:11,617,2142,5343,,,2170,641,,1370,,,568,2160,831,,3967,2962,,5143,4217,1445,492,1668,3975,644,4529,,579,571,,4992,585,,4897,1923,,5495,568,2159,5644,5346,1926,641,628,6367,1618,6454,2250,662,486,758,4614,544,1961,769,1994,7099
2026-08-24 17:16,617,2142,5343,,,2170,641,,1370,,,568,2160,831,,3967,2962,,5143,4217,1445,477,1733,3975,644,4529,,579,571,,4992,585,,4897,1923,,5495,568,2159,5644,5346,1926,641,628,6367,1618,6454,2250,662,486,758,4614,544,1961,769,1994,7099
2026-08-24 17:21,617,2142,5343,,,2170,641,,1370,644,,568,2160,831,,3967,2962,,,4217,1445,492,1733,3975,644,4529,,579,571,,4992,585,,4897,1923,,5425,568,2159,,,1926,641,628,6367,1618,6454,2210,662,486,758,4614,524,1921,769,1994,7099
2026-08-24 17:26,617,2142,5343,,,2170,641,,1370,644,,568,2160,831,,3967,2962,,,4217,1445,492,1668,3975,,4529,,579,571,,4992,585,,4897,1923,,5425,568,2159,5644,5346,1926,641,628,6367,1618,6454,2210,662,486,758,4614,524,1921,799,1994,7099
2026-08-24 17:31,617,2142,5193,,,2170,,,1370,,,568,2160,831,,3867,2962,,,4217,1445,492,1668,3975,,4529,,579,571,,,585,647,4832,1893,,5425,553,2159,5644,5346,1926,,608,6367,1578,6454,2170,642,486,758,4549,524,1921,799,1994,6954
2026-08-24 17:36,617,2142,5193,,,2170,641,,1370,,,568,2160,791,,3867,2962,,,4217,1445,492,1668,3975,,4529,,579,571,,,585,647,4832,1893,,5425,553,2159,5644,5346,1926,641,608,6367,1578,6454,2170,642,486,758,4549,524,1921,799,1994,6954
2026-08-24 17:41,617,2142,5268,,439,2135,641,,1415,,373,568,2160,791,,3867,2792,,,4217,1445,492,1668,3975,,4474,,579,571,,,585,,4767,1923,,5425,553,2114,5549,5346,1926,641,608,6367,1578,6334,2170,642,486,758,4549,524,1881,769,1994,6954
2026-08-24 17:46,617,2142,5268,,439,2135,641,,1415,,373,568,2160,791,,3867,2792,,,4217,1445,492,1668,3975,,4474,,579,571,,,585,,4767,1923,,5425,553,2114,5549,5346,1926,641,608,6367,1578,6334,2170,642,486,758,4549,524,1881,769,1994,6954
2026-08-24 17:51,617,2142,5193,,,2135,641,,1415,,373,568,2160,791,,,2792,,,4162,1445,492,1668,3975,614,4529,,579,571,,,585,,4767,1923,,5355,553,2069,5549,5346,1926,641,608,6367,1578,6334,2130,642,486,758,4549,524,1881,769,1994,6954
2026-08-24 17:56,617,2142,5193,,,2135,641,,1370,,373,568,2160,791,,,2792,,,4162,1445,492,1668,3975,614,4529,,579,571,,,585,,4767,1923,,5355,553,2069,5549,5346,1926,641,608,6367,1578,6334,2130,642,486,758,4549,524,1881,769,1994,6954
2026-08-24 18:01,617,2107,5193,,,2135,641,,1370,644,373,568,2160,791,,,2792,,,4107,1445,492,1668,4115,,4529,,579,571,,,585,647,4767,1923,,5355,553,2024,5549,5271,1926,641,608,6367,1578,6334,2130,622,486,758,4549,524,,769,1994,6954
2026-08-24 18:06,617,2107,5193,,,2135,641,,1415,644,373,568,2160,791,,,2792,,,4107,1445,492,1668,4115,,4529,,579,571,,,585,647,4767,1923,,5355,553,2024,5549,5271,1926,641,608,6367,1578,6334,2130,622,486,758,4549,524,,769,1994,6954
2026-08-24 18:11,617,2107,5118,,,2100,641,,1415,644,373,568,2160,791,,,2792,,,4107,1445,492,1668,3975,614,4529,,579,571,,,585,647,,1923,,5285,553,2024,5549,5271,1926,641,588,6367,1538,6214,2130,622,486,758,4549,,,799,1994,6954
2026-08-24 18:16,617,2107,5118,,,2100,641,,1415,644,373,568,2160,791,,,2792,,,4107,1445,477,1668,3975,614,4529,,579,571,,,585,647,,1923,,5285,553,2024,5549,5271,1926,641,588,6367,1538,6214,2130,622,486,758,4549,,,799,1994,6954
2026-08-24 18:21,617,2107,,,439,,641,,1415,644,378,568,2120,791,,,2792,,4963,4052,1445,477,1668,3975,644,4529,1916,579,571,,,585,647,,1893,,5285,538,,5549,5271,1926,641,588,6367,1538,6094,2090,602,486,758,4549,,,,1994,6954
2026-08-24 18:26,617,2107,,,439,,641,,1415,644,378,568,2120,751,,,2792,,4963,4052,1445,477,1668,3975,644,4529,1916,579,571,,,585,647,,1893,,5285,538,,5549,5271,1926,641,588,6367,1538,6094,2090,602,486,758,4549,,,,1994,6954
2026-08-24 18:31,617,2072,,,,,641,,1325,644,378,568,2160,751,519,,2707,,,4052,1445,492,1668,4115,,4474,1916,579,571,,,585,647,,1893,,5285,538,,5549,5271,1926,641,588,6367,1538,6094,2050,602,486,758,4549,,,799,1994,6809
2026-08-24 18:36,617,2072,,,,,641,,1325,644,378,568,2160,751,519,,2707,,,4052,1445,492,1668,4115,,4474,1916,579,571,,,585,647,,1893,,5285,538,,5549,5271,1926,641,588,6367,1538,6094,2050,602,486,758,4549,,,799,1994,6809
2026-08-24 18:41,617,2072,,,,,641,,1370,,378,568,2080,751,519,,2707,,4963,4052,1445,492,,3975,,4474,1916,579,571,,,585,647,,1893,,5215,538,,5454,5271,1926,641,588,6367,1538,6094,2050,582,486,758,4549,,,,1994,6809
2026-08-24 18:46,617,2072,,,,,641,,1370,,378,568,2080,751,519,,2707,,4963,4052,1445,492,1603,3975,644,4474,1916,579,571,,,585,647,,1893,,5215,538,,5454,5271,1926,641,588,6367,1538,6094,2050,582,486,758,4549,,,799,1994,6809
2026-08-24 18:51,617,2072,,,,,641,785,1325,,378,568,2080,751,519,,,,,3997,1445,477,1603,3975,644,4474,1916,579,571,,,585,647,,1893,,,538,,5359,5271,1926,641,,6367,1538,6094,,582,486,758,4484,,,769,1994,6809
2026-08-24 18:56,617,2037,,,439,,641,785,1325,,378,568,2080,751,519,,,,,3997,1445,477,1603,3975,644,4474,1916,579,571,,,585,647,,1893,,,538,,5359,5196,1926,641,,6367,1538,6094,,582,486,758,4484,,,769,1994,6809
2026-08-24 19:01,617,2037,,,,,641,785,1325,644,378,568,2120,751,519,,,,4963,3997,1420,477,1538,3975,644,4474,1916,579,571,,,570,647,,1893,,5215,538,,5359,5196,1926,641,,6367,1538,6094,,582,486,758,4484,,,799,1994,6664
2026-08-24 19:06,617,2037,,,,,641,785,1370,644,378,568,2120,751,519,,,,4963,3997,1420,492,1538,3975,644,4474,1916,579,571,,,570,647,,1893,,5215,538,,5359,5196,1926,641,,6367,1538,6094,,582,486,758,4484,,,799,1994,6664
2026-08-24 19:11,617,2037,,,439,,641,785,1370,644,378,568,2080,751,519,,,,,3997,1420,492,1538,3975,614,4474,1916,579,571,,,585,647,,1893,,5215,538,,5359,5196,1926,641,,6367,1538,6094,,,486,758,4484,,,769,1994,
2026-08-24 19:16,617,2037,,,439,,641,785,1370,644,378,568,2080,751,519,,,,,3997,1420,477,1538,3975,614,4474,1916,579,571,,,585,647,,1893,,5215,538,,5359,5196,1926,641,,6367,1538,6094,,,486,758,4484,,,769,1994,
2026-08-24 19:21,617,2037,,590,439,,641,785,1325,644,383,568,2080,751,519,,,,,3997,1420,492,1538,,614,4474,1916,579,571,,,585,647,,1893,,5215,523,,5359,5196,1926,641,,6367,1538,6094,,,486,758,4484,,,,1994,6664
2026-08-24 19:26,617,2037,,590,439,,641,785,1325,644,383,568,2080,751,519,,,,,3997,1420,492,1538,,614,4474,1916,579,571,,,585,647,,1893,,5215,523,,5359,5196,1926,641,,6367,1538,6094,,,486,758,4484,,,,1994,6664
2026-08-24 19:31,617,2037,,,439,,641,785,1325,624,383,568,2080,751,519,,,,4963,3997,1420,492,1538,3975,,4474,1916,579,571,,,585,647,,1893,,5215,523,,5359,5196,1926,641,,6367,1538,6094,,,486,,4484,,,769,1994,6664
2026-08-24 19:36,617,2037,,,439,,641,785,1280,624,383,568,2080,751,519,,,,4963,3997,1420,492,1538,3975,,4474,1916,579,571,,,570,647,,1893,,5215,523,,5359,5196,1926,641,,6367,1538,6094,,,486,768,4484,,,769,1994,6664
2026-08-24 19:41,617,2037,,,439,,641,785,1325,,383,568,2080,751,519,,,,4963,3997,1420,492,1538,3975,614,4474,1916,579,571,,,570,647,,1893,,,523,,5359,5196,1926,641,,6367,1538,6094,,,486,768,4484,,,769,1994,6664
2026-08-24 19:46,617,2037,,,,,641,785,1325,,383,568,2080,751,519,,,,4963,3997,1420,492,1538,3975,614,4474,1916,579,571,,,570,647,,1893,,,523,,5359,5196,1926,641,,6367,1538,6094,,,486,768,4484,,,769,1994,6664
2026-08-24 19:51,632,2037,,,,,641,785,1325,624,383,568,2120,751,519,,,,4963,3997,1445,477,1538,3975,,4474,1916,579,571,,,585,647,,1893,,5215,523,,5359,5196,1926,641,,6367,1538,6094,,,486,758,4484,,,769,1994,6664
2026-08-24 19:56,632,2037,,,,,641,785,1325,624,383,568,2120,751,519,,,,4963,3997,1445,477,1538,3975,,4474,1916,579,571,,,585,647,,1893,,5215,523,,5359,5196,1926,641,,6367,1538,6094,,,486,758,4484,,,769,1994,6664
2026-08-24 20:01,632,2037,,,,,641,785,1325,624,383,568,2120,751,519,,,,4963,3997,1445,477,1538,3975,,4474,1916,579,571,,,585,647,,1893,,5215,523,,5359,5196,1926,641,,6367,1538,6094,,,486,758,4484,,,769,1994,6664
2026-08-24 20:06,632,2072,,,,,641,785,1325,624,388,568,2120,791,519,,,,4963,3997,1445,477,1603,3975,,4474,1916,579,571,,,585,647,,1923,,5215,523,,5359,5196,1926,641,,6367,1538,6094,2050,,486,758,4484,,,769,1994,
2026-08-24 20:11,632,2072,,,,,641,,1325,624,388,568,2120,791,519,,2707,,,4052,1445,477,1603,4115,,4474,1916,579,571,,,585,647,4767,1923,,5215,523,,5359,5196,1926,641,,6367,1538,6094,2090,,486,,4484,,,799,1994,
2026-08-24 20:16,632,2072,,,,,641,,1325,624,388,568,2120,791,519,,2707,,,4052,1445,477,1603,4115,,4474,1916,579,571,,,585,647,4767,1923,,5215,523,,5359,5196,1926,641,,6367,1538,6094,2090,,486,768,4484,,,799,1994,
2026-08-24 20:21,632,2072,,,,,641,,1280,624,388,568,2120,791,519,,2707,,4963,4052,1445,477,,3975,,4474,1916,579,571,,,585,647,4832,1923,,5215,523,,5359,5196,1926,641,,6367,1538,6094,2130,,486,768,4484,,,,1994,6664
2026-08-24 20:26,632,2107,,,,,641,,1280,624,388,568,2120,791,519,,2707,,4963,4052,1445,492,1603,3975,,4474,1916,579,571,,,570,647,4832,1923,,5215,523,,5359,5196,1926,641,,6367,1538,6094,2130,,486,768,4484,,,,1994,6664
2026-08-24 20:31,632,2107,,,,2135,641,,1280,,388,568,2120,791,,,2707,,4963,4052,1445,492,,,614,4474,1916,579,571,,,585,647,4832,1923,,5215,523,,5359,5196,1926,641,,6367,1538,6214,2130,582,486,768,4484,,,769,1994,6664
2026-08-24 20:36,632,2107,,,,2135,641,,1370,,388,568,2120,791,,,2707,,4963,4052,1445,492,1603,4115,614,4474,1916,579,571,,,585,647,4832,1923,,5215,523,,5359,5196,1926,641,,6367,1538,6214,2130,582,486,768,4484,,,769,1994,6664
2026-08-24 20:41,632,2142,5118,,,2135,641,,1370,,368,568,2120,791,519,,2707,,4963,4052,1445,492,1603,3975,,4474,1916,579,571,,,585,647,4897,1923,,5215,523,,5359,5196,1926,641,,6367,1538,6214,2130,582,486,768,4484,,,799,1994,6664
2026-08-24 20:46,632,2142,5118,,,2135,641,,1370,,368,568,2120,791,519,,2707,,4963,4052,1445,492,1603,3975,,4474,1916,579,571,,,585,647,4897,1923,,5215,523,,5359,5196,1926,641,,6367,1538,6214,2130,582,486,768,4484,,,799,1994,6664
2026-08-24 20:51,632,2142,5118,,,2135,641,,1325,,,568,2120,831,,,2707,,4963,4052,1445,492,1603,3975,614,4529,1916,579,571,,,585,647,4962,1923,,5215,523,,5359,5196,1926,656,,6367,1538,6334,2210,582,486,768,4484,,1881,799,1994,6664
2026-08-24 20:56,632,2142,5118,,,2135,641,,1325,,,568,2120,831,,,2707,,4963,4052,1445,492,1603,3975,614,4529,1916,579,571,,,585,647,4962,1923,,5215,523,,5359,5196,1926,656,,6367,1538,6334,2210,582,486,768,4484,,1881,799,1994,6664
2026-08-24 21:01,632,2142,5118,,439,2135,641,,1325,,373,568,2160,831,,,2707,,,4052,1445,492,1603,3975,,4529,,579,571,,4927,570,647,4962,1923,,5215,523,,5359,5196,1961,656,,6367,,6334,2210,582,486,768,4484,,1881,799,1994,6664
2026-08-24 21:06,632,2142,5118,,439,2135,641,,1325,,373,568,2160,831,,,2707,,,4052,1445,492,1603,4115,,4529,,579,571,,4927,570,647,4962,1923,,5215,523,,5359,5196,1961,656,,6367,1538,6334,2210,582,486,768,4484,,1881,799,1994,6664
2026-08-24 21:11,632,2142,5193,,439,2135,641,,1325,,373,568,2160,831,,,2707,,,4052,1445,492,1603,4115,,4529,,579,571,,4992,570,647,4962,1923,,5285,523,,5359,5196,1961,656,,6367,1538,6334,2210,582,486,758,4484,,1921,769,1994,6664
2026-08-24 21:16,632,2142,5193,,439,2135,641,,1235,,373,583,2160,791,,,2707,,,4052,1445,492,1603,4115,,4529,,579,571,,4992,570,647,4962,1923,,5285,523,,5359,5196,1961,656,,6367,1538,6334,2210,582,486,758,4484,,1921,769,1994,6664
2026-08-24 21:21,632,2142,5193,,,2135,641,,1235,,373,583,2160,791,,,2707,,,4052,1445,492,1603,3975,,4529,1916,579,586,,4992,585,647,4962,1923,,5285,523,,5359,5196,1961,656,,6367,1538,6334,2210,582,486,768,4484,,1921,769,1994,6664
2026-08-24 21:26,632,2142,5193,,,2135,641,,1235,,373,583,2160,831,,,2707,,,4052,1445,492,1603,3975,,4529,1916,579,586,,4992,585,647,4962,1923,,5285,523,,5359,5196,1961,656,,6367,1538,6334,2210,582,486,768,4484,,1921,769,1994,6664
2026-08-24 21:31,632,2142,5268,,,2135,641,,1235,,373,568,2160,791,,,,,4963,4107,1445,492,1603,3975,,4529,1916,579,586,,4992,585,647,4962,1923,,5355,,,5359,5196,1961,656,,6367,1538,6334,2210,582,486,768,4484,,1921,,1994,6809
2026-08-24 21:36,632,2142,5268,,,2135,641,,1235,,373,568,2160,791,,,,,4963,4107,1445,492,1603,3975,,4529,1916,579,586,,4992,585,647,4962,1923,,5355,,,5359,5196,1961,656,,6367,1538,6334,2210,582,486,768,4484,,1921,,1994,6809
2026-08-24 21:41,632,2142,5268,,,2135,641,,1235,,378,568,2160,791,,,2707,,,4107,1445,492,1538,3975,,4529,1916,579,586,,4992,585,647,4962,1923,,5425,,,5359,5196,1961,656,,6367,1538,6454,2210,582,486,768,4484,,1921,,1994,6809
2026-08-24 21:42,632,2142,5268,,,2135,641,,1235,,378,583,2160,791,,,2707,,,4107,1445,492,1538,3975,,4529,1916,579,586,,4992,585,647,4962,1923,,5425,,,5359,5196,1961,656,,6367,1538,6454,2210,582,471,768,4484,,1921,,1994,6809
2026-08-24 21:46,632,2142,5268,,,2135,641,,1235,,378,583,2160,791,,,2707,,,4107,1445,492,1538,3975,,4529,1916,579,586,,4992,585,647,4962,1923,,5425,,,5359,5196,1961,656,,6367,1538,6454,2210,582,471,768,4484,,1921,,1994,6809
2026-08-24 21:51,632,2142,5268,,,2135,641,,1235,,378,583,2160,791,,,2707,,,4162,1445,492,1538,3975,614,4529,1916,579,586,,4992,585,647,4962,1923,,5425,,,5359,5196,1961,656,,6367,1538,6454,2210,582,471,768,4484,,1921,,1994,6954
2026-08-24 21:56,632,2142,5268,,,2135,641,,1145,,378,568,2160,791,,,2707,,,4162,1445,492,1538,3975,614,4529,1916,579,586,,4992,585,647,4962,1923,,5425,,,5359,5196,1961,656,,6367,1538,6454,2210,582,471,768,4484,,1921,,1994,6954
2026-08-24 22:01,632,2142,5343,,,2135,641,,1145,,378,568,2160,791,,,,,4963,4162,1445,492,1538,3975,,4529,1916,579,586,,4992,585,647,,1923,,5425,,,5359,5196,1961,656,,6367,1538,6454,2210,582,471,768,4484,,1921,,1994,6954
2026-08-24 22:06,632,2142,5343,,,2135,641,,1190,,378,583,2160,791,,,,,4963,4162,1445,492,1538,3975,,4529,1916,579,586,,4992,570,647,5027,1923,,5425,,,5359,5196,1961,656,,6367,1538,6454,2210,582,456,768,4484,,1921,,1994,6954
2026-08-24 22:11,632,2142,5343,,439,2135,641,,1190,,383,583,2160,791,,,,,,4162,1445,477,1538,3975,614,4529,1916,579,586,,4992,570,647,5027,1923,,5425,,,5454,5196,1961,656,,6367,1538,6454,2210,582,,768,4549,,1921,,1994,6954
2026-08-24 22:16,632,2142,5343,,439,2135,641,,1190,,383,583,2160,791,,,,,,4162,1445,477,1538,3975,614,4529,1916,579,586,,4992,570,647,5027,1923,,5425,,,5454,5196,1961,656,,6367,1538,6454,2170,582,441,768,4549,,1921,,1994,6954
2026-08-24 22:21,632,2142,5343,,,2135,641,,1190,,383,583,2160,791,,,,,4963,4217,1445,477,1538,3975,,4529,1916,579,586,,5057,570,647,5027,1923,,5425,,,5454,5196,1961,656,,6367,1538,6454,2170,,441,768,4549,,1921,,1994,6954
2026-08-24 22:26,632,2142,5343,,,2135,641,,1235,,383,583,2160,791,,,,,4963,4217,1445,477,1538,3975,,4529,1916,579,586,,5057,570,647,5027,1923,,5425,,,5454,5196,1961,656,,6367,1538,6454,2170,,441,768,4549,,1921,,1994,6954
2026-08-24 22:31,632,2142,5343,,,2135,,,1190,,383,583,2160,791,,,,,5143,4217,1445,477,,3975,614,4529,1916,579,,,5057,570,647,4962,1923,,5425,,,5454,,1961,656,,6367,1538,6454,2130,582,426,768,4549,,1921,,1994,6954
