timestamp,.300BLK_3,.300BLK_4,.300BLK_5,".357 Magnum 9号霰射""鼠弹""",.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-07-13 00:01,632,2037,4593,,,,579,,,755,,504,378,478,,711,519,3367,2027,,,,,,1473,3415,,4089,,549,556,1851,4472,480,667,4247,,1988,4025,523,,,,1961,,,5767,,,2010,,,,768,4484,344,,709,,5069
2026-07-13 00:11,617,,4593,,,,559,1925,,,1505,,,478,1960,711,519,3367,2027,,4963,,,,1408,3275,,4144,,,,,4472,,,,,,4025,508,1889,4979,,1856,,,5767,1178,5614,1970,,,,,4484,344,1881,709,1994,5069
2026-07-13 00:21,,,4668,,,545,599,1925,566,,1505,504,,,,711,519,3367,2027,764,4963,3612,1170,417,1473,3275,,4144,,,,,4472,480,,4312,,,4025,,1934,4979,4746,,,568,5767,1178,5614,1930,562,486,,,4484,344,,709,1994,5069
2026-07-13 00:31,,,4668,,,545,599,1890,,,1505,504,,,,711,519,3367,2027,764,5143,3612,1145,387,1473,3415,,4144,,,,,4472,465,,4312,,,4025,,1934,4979,4746,1821,,568,5767,1178,5614,1930,562,486,,,4484,344,,709,1994,5069
2026-07-13 00:41,,,4668,,,545,559,1925,,,1460,504,,,,711,519,3367,2027,764,5143,3612,1145,,1408,,614,4144,,,,,4472,465,,4312,,,4025,,1934,4979,4746,1821,551,548,5767,1178,5614,,562,486,,,4484,,,709,1994,5214
2026-07-13 00:51,,,4668,,,545,559,1925,,,1460,504,,463,,711,519,3367,2027,764,4963,3667,1170,402,,3415,614,4144,,,,,4472,480,,4312,,,4025,,1934,4979,4746,1821,,548,5767,1218,5614,,582,486,,,4484,344,,709,1994,5214
2026-07-13 01:01,,,4668,,,545,559,1925,,,1505,,,478,,711,519,3367,2027,764,,3667,1170,402,1473,3415,614,4144,,,,,4472,480,,4312,,,4025,,1934,4979,4746,1821,,548,5767,1218,5614,1930,562,486,,,4549,344,,,1994,5214
2026-07-13 01:11,,,4668,,,545,539,1925,,,1505,,,478,,711,519,3367,2027,,5143,3667,1170,402,1538,,644,4144,,,,,4472,480,,,,,4025,,1934,4979,4746,1821,,548,5767,1218,5614,1930,562,486,,,4549,,1841,709,1994,5214
2026-07-13 01:21,,,4668,,,545,,1925,,,1460,484,,463,,,519,3367,2027,764,5143,3667,1170,,1473,3415,644,4144,,,,,4472,480,,4442,,,4025,,1934,4979,4746,,,548,5767,1218,5614,1890,562,486,,,4549,344,,709,1994,5359
2026-07-13 01:31,,,4668,,,545,579,1890,,,1460,504,,478,,711,519,3367,2027,799,5143,3722,1195,402,,3275,644,4144,,,,,4537,480,,4442,,,4025,,1934,4979,4746,,,548,5767,1218,5614,,582,486,,,4549,344,1841,679,1994,5359
2026-07-13 01:41,,,4668,,,545,579,1890,,,1460,504,,478,,711,519,3367,2027,799,5143,3722,1195,402,1538,3275,674,4144,,,,,4537,480,,4442,,,4025,,1934,4979,4746,,,548,5767,1218,5614,,562,486,,,4549,344,1841,679,1994,5359
