timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.45 ACP Super,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge DART,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP ST,4.6x30mm AP SX,4.6x30mm CT,4.6x30mm FMJ ST,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-09-17 16:56,452,2247,5643,248,,,,491,875,5457,,,373,440,,1520,431,499,2767,,,,4151,4162,,747,945,,1018,3135,,4859,1766,339,421,,,390,527,4962,,,5635,433,2069,4979,5571,1856,416,448,5967,1458,5614,,402,381,,4549,264,1881,799,1994,7534
2026-09-17 17:01,452,2247,5568,248,,,,491,875,5457,,,373,440,,1520,431,519,2767,2027,,5143,4151,4162,,772,970,,1018,3135,,4859,1766,339,421,,,405,527,4962,,,5635,433,,4979,5496,1856,416,448,5967,1458,,,422,381,,4549,264,1881,799,1994,7534
2026-09-17 17:06,452,2247,5568,248,,,,491,875,5457,,,373,440,,1520,471,519,2767,2027,,5143,4151,4162,,772,970,,953,3135,,4859,1766,339,421,,,405,527,5027,,,5635,433,,4979,5496,1856,416,448,5967,1458,,,422,381,,4549,264,1881,799,1994,7534
2026-09-17 17:11,452,2247,5568,248,,,,491,,5457,,,373,440,,,471,499,2767,2197,,,4151,4107,,747,970,177,953,3135,,4859,1766,339,421,,,,527,5027,,2303,5635,418,2069,4979,5496,1856,416,448,5967,1458,5614,,422,381,,4549,264,1881,799,1994,7534
2026-09-17 17:16,452,2247,5568,248,,,,491,,5457,,,373,440,,,471,499,2767,2197,,,4151,4107,,747,970,177,1083,3135,,4859,1766,339,421,,,,527,4962,,2303,5635,418,2069,4979,5496,1856,416,448,5967,1458,5614,,422,381,,4549,264,1881,769,1994,7389
2026-09-17 17:21,452,2247,5568,248,545,,,491,875,5457,,,373,440,,,471,499,2767,2112,,,4096,4107,,772,945,177,1083,3135,,4804,1766,339,421,,,420,527,4962,,,5635,433,,4979,5571,1856,416,448,5967,1458,5614,,422,381,,4549,,1881,769,1994,7389
2026-09-17 17:26,452,2247,5568,248,545,,,491,875,5457,,,373,440,,,431,499,2767,2112,,,4096,4107,,772,945,177,1018,,524,4804,1766,339,421,,,420,527,4962,,,5635,433,,4979,5571,1856,416,448,5967,1458,5614,,422,381,,4549,,1881,769,1994,7244
2026-09-17 17:31,452,2247,5568,248,,,,491,875,5457,,,373,440,,,471,499,2767,2112,,,4096,4107,,772,945,177,1018,,524,4804,1766,339,421,,,,527,4832,,,5635,433,,4979,5571,1856,416,448,5967,1458,5614,,422,381,,4549,,1881,769,1994,7244
2026-09-17 17:36,452,2247,5568,248,,,,491,875,5457,830,524,373,440,,,471,499,2767,2197,,,4096,4107,,772,945,,1018,3135,,4859,1766,339,421,,,405,527,4832,,,5635,433,,4979,5571,1856,416,448,5967,1458,5614,,422,381,,4549,,1881,769,1994,7244
2026-09-17 17:41,452,2247,5568,248,,,,491,875,5457,830,,373,440,,,471,519,2767,2112,,,4096,,,772,,,1018,3135,,4804,1766,339,421,,,420,,4832,,2303,5635,433,2069,4979,5571,1856,416,448,5967,1458,,,422,381,,4549,264,1881,769,1994,7244
2026-09-17 17:46,452,2247,5568,248,545,,,491,875,5457,830,,373,440,,,471,519,2767,2112,,,4041,,,747,970,,1018,,,4804,1766,339,421,,,420,,4832,,2303,5635,433,2069,4979,5571,1856,416,448,5967,1458,,,422,381,,4549,264,1881,769,1994,7099
2026-09-17 17:51,467,2247,,248,,,,491,875,5392,,,373,440,,1520,471,519,,2197,,5143,4041,,,772,970,,1018,3135,,4749,1766,339,421,,,420,527,4832,,2303,5635,433,2069,4979,5496,1856,416,448,5967,1458,,,422,381,,4549,264,1881,769,1994,7099
2026-09-17 17:56,467,2247,,248,,,,491,875,5392,,,373,440,,1520,471,519,,2197,,5143,4041,,,772,970,,1018,3135,,4749,1766,339,421,,,420,527,4832,,2303,5635,433,2069,4979,5496,1856,416,448,5967,1458,,,422,381,,4549,264,1881,799,1994,7099
2026-09-17 18:01,467,2247,,248,545,,,491,875,5392,,,373,440,,1520,471,519,2767,2197,,5143,4041,,,747,945,177,1018,3135,,4749,1766,339,421,,,420,527,,,,5635,433,2069,,5496,1856,416,448,5967,1418,,,422,381,,4484,264,1881,799,1994,7099
2026-09-17 18:06,467,2247,,248,545,,,491,875,5392,830,,373,440,,1520,471,519,2767,2112,,,4041,,,747,945,177,1018,3135,,4749,1766,339,421,,,405,527,4702,,,5565,433,2069,,5496,1856,416,448,5967,1418,,,422,381,,4484,264,1881,739,1994,7099
2026-09-17 18:11,467,2247,,248,545,,,491,875,5392,,,373,440,,1520,471,519,2767,2197,,5143,4041,,,747,945,177,1018,3135,,4749,1766,339,421,,,420,527,4637,,,5565,,2069,,5421,1856,416,448,5967,1418,,,422,381,,4484,264,1881,739,1994,7099
2026-09-17 18:16,467,2247,,248,,,,491,875,5392,,,373,440,,1520,471,519,2767,2197,,5143,4041,,,747,945,177,953,3135,,4749,1766,339,421,,,420,527,4637,,,5565,448,2069,,5421,1856,416,448,5967,1418,,,422,381,,4484,264,1881,739,1994,6954
2026-09-17 18:21,452,2247,,253,545,,,491,,,830,524,373,440,,1520,471,519,,2112,,5143,3986,,,747,945,177,953,3135,,4749,1766,339,421,,,420,527,4637,,,5565,448,,,5421,1856,416,448,5967,1418,,,422,381,,4484,264,1881,739,1994,6954
2026-09-17 18:26,452,2247,,253,545,,,491,,,830,524,373,440,,1520,471,519,,2112,,5143,3986,,,747,945,177,1018,3135,,4749,1766,339,421,,,420,527,4637,,,5565,448,,,5421,1856,416,448,5967,1418,,,422,381,,4484,264,1881,799,1994,6954
2026-09-17 18:31,452,2247,,253,,439,,491,,,830,524,373,440,,1520,471,519,,2112,,5143,3986,,,747,945,177,1018,3135,,4749,1766,354,421,,,,527,4637,,,,448,,,5421,1856,416,448,5967,1418,,,422,381,,4484,264,1881,799,1994,6954
