timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-08-13 00:01,632,1897,,,,,,566,785,1235,,373,,,591,,3267,2452,729,,,1445,,1343,3835,644,,1891,,541,1881,,495,647,4507,1803,1813,4865,478,1844,5169,4746,,611,568,5967,1258,5734,1770,562,426,1666,778,4679,484,1801,739,1924,
2026-08-13 00:11,,1827,,,,419,1820,551,,1235,,,478,,591,519,3267,2452,729,,3832,,,1278,3835,644,4364,,,,,4667,495,,4507,,,4725,478,1844,5074,4671,,596,548,5867,1218,5614,,562,426,,,4549,484,1761,,1924,6084
2026-08-13 00:21,,,4743,,545,419,1855,,,,664,,463,,591,519,3267,2452,,4783,3832,,447,1278,3835,,,,,526,,4667,495,,4507,,1848,4725,478,1844,5074,4671,1716,,548,5867,1218,5614,1810,562,426,,,4549,484,,,1924,6084
2026-08-13 00:31,,,4743,,500,419,1890,,,1235,,,478,,591,519,3367,2452,729,4783,3942,,432,1343,3835,644,4419,,,,,4732,495,,4637,1833,1848,4865,493,1844,5169,4821,1716,,568,5967,1218,5734,1810,562,426,,,4679,484,,,1994,6084
2026-08-13 00:41,,,4818,,500,439,1855,551,,,644,,478,,591,519,3367,2452,729,4783,3942,,,1343,3835,,4419,,,,,4732,495,,4572,1743,,4865,478,1844,5169,4821,1681,,548,5967,1218,5734,,,426,,,4679,484,1721,769,1924,6084
2026-08-13 00:51,,,4818,,,419,1855,566,,1325,,,463,,591,519,3367,2452,729,,3942,,447,1343,3835,,4419,,,,,4797,495,,4637,1773,1848,4935,478,1844,5169,4821,1716,,568,5967,1218,5854,1810,562,,,,4679,,1721,,,6084
2026-08-13 01:01,,,4818,,545,439,1890,566,,1280,664,,478,,591,519,3367,2537,,4963,3942,,432,1343,3835,,4419,,,,,4797,510,,4637,1773,1848,4935,478,1844,5169,4821,1716,,568,5967,1218,5854,1810,562,441,,,4744,504,1721,,1994,6229
2026-08-13 01:11,,,4818,,545,419,1890,566,,1280,664,,,,631,519,3367,2452,764,4783,3942,,447,1408,3835,674,4419,,,,,4797,510,,4637,1803,,4935,478,1889,5169,4821,1751,,568,5967,1218,,,562,441,,,4744,504,,769,1994,6229
2026-08-13 01:21,,,4818,,545,439,1890,566,,1325,644,,,1840,631,519,3367,2537,764,4963,3942,,447,1343,3835,674,4474,,,,,4797,510,,4702,,1848,4935,493,1889,5169,4821,1716,,568,6067,1218,5854,1810,562,441,,,4744,484,1721,769,1994,6229
2026-08-13 01:31,,,4818,,545,419,1855,566,,1325,,,478,1840,631,519,3367,2537,764,4783,3942,,432,1408,3835,644,4474,,,,,4797,510,,4702,,1848,4935,493,1889,5264,4821,1751,,,6067,1218,5854,1810,562,441,,,4744,504,,799,1994,6229
