timestamp,.300BLK_3,.300BLK_4,.300BLK_5,".357 Magnum 9号霰射""鼠弹""",.357 Magnum 9号霰射&#34;鼠弹&#34;,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-07-17 14:46,602,1897,4893,,,545,619,1925,,,1595,724,,553,2000,751,,3367,2282,799,,3722,1320,477,1603,,674,4254,1866,564,,1911,4342,570,667,4507,1983,2023,4445,568,1979,5074,,,596,628,5767,1138,5854,2050,622,546,1876,,,404,1921,799,1994,5939
2026-07-17 14:51,602,1897,4893,,,545,619,1925,,,1595,724,388,553,2000,751,,3367,2282,799,,3722,1320,477,1603,,644,4254,1866,564,,1911,4342,570,667,4442,1983,2023,4445,568,1979,5074,,,596,628,5767,,5854,2050,642,546,1876,,,404,1921,799,1994,5939
2026-07-17 14:56,602,1897,4893,,,545,619,1925,,,1595,724,388,553,2000,751,,3367,2282,799,,3722,1320,477,1603,,644,4254,1866,564,,1911,4342,570,667,4442,1983,2023,4445,568,1979,5074,,,596,628,5767,,5854,2050,642,546,1876,,,404,1921,799,1994,5939
2026-07-17 15:01,602,1897,,,,545,619,1925,,,1595,724,,553,2000,751,,,2282,799,,3722,1320,477,1603,3135,,4254,1841,564,,1911,4342,570,667,4442,1983,2023,4445,568,1979,5074,,,596,628,5767,,5854,2050,642,546,1876,,,404,1921,799,1994,5939
2026-07-17 15:06,602,1897,4968,,,545,639,1925,,,1595,704,,553,2000,751,,3467,2367,799,,3722,1320,477,1603,3135,704,4254,1841,564,,1911,4342,570,667,4507,1983,2058,4445,568,2024,5074,,,596,628,5767,,5854,2050,642,546,1876,,,404,1921,799,1994,5939
2026-07-17 15:11,602,1897,4893,,,545,619,1925,,,1595,724,,553,2000,,,3567,2367,799,,3722,1320,477,1603,3135,704,4254,1841,564,571,1911,4342,570,667,4442,1983,2058,4445,568,2024,5074,,,596,628,5767,,5854,2050,642,546,1876,,,384,1921,769,1994,5939
2026-07-17 15:16,602,1897,4893,,,545,619,1925,,,1595,724,,553,2000,791,,3567,2367,799,,3722,1320,477,1603,3135,704,4254,1841,564,571,1911,4342,570,667,4442,1983,2058,4445,568,2024,5074,,,596,628,5767,,5854,2050,642,546,1876,,,384,1921,769,1994,5939
2026-07-17 15:21,602,1897,4968,,,545,639,1925,,,1595,704,,553,2000,791,,3567,2282,764,,3722,1320,477,1603,3135,704,4254,1841,564,571,1911,4342,585,667,4507,1983,2058,4515,568,2024,5074,4896,,596,628,5767,,5854,2050,642,546,,,,384,1921,799,1994,5939
2026-07-17 15:26,602,1897,4968,,,545,639,1925,,,1595,704,,553,2000,791,,3567,2282,764,,3722,1320,477,1603,3135,704,4254,1841,564,571,1911,4342,585,667,4507,1983,2058,4515,568,2024,5074,4896,,596,628,5767,,5854,2050,642,546,,,,384,1921,799,1994,5939
2026-07-17 15:31,617,1897,4893,,,545,619,1925,,,1550,704,,553,2000,791,,3567,2282,729,,3667,1320,477,1603,3135,704,4254,1866,564,571,1911,4407,585,667,4507,1983,,4515,568,2024,5074,4896,,596,628,5767,,5854,2050,642,546,,,,384,1961,799,1994,5939
2026-07-17 15:36,617,1897,4893,,,545,619,1925,,,1550,704,,553,2000,791,,3567,2282,729,,3667,1320,477,1603,3135,704,4254,1866,564,571,1911,4407,585,667,4507,1983,2093,4515,568,2024,5074,4896,,596,628,5767,,5854,2050,642,546,,,,384,1961,799,1994,5939
2026-07-17 15:41,617,1897,4893,,,545,619,1925,,,1550,704,,553,2000,791,,3567,2282,729,,3667,1320,477,1603,3135,704,4254,1866,564,571,1911,4407,585,667,4507,1983,2093,4515,568,2024,5074,4896,,596,628,5767,,5854,2050,642,546,,,,384,1961,799,1994,5939
2026-07-17 15:46,617,1897,4893,,,545,599,1925,,,1550,704,,553,2000,791,,3567,2282,729,,3722,1320,477,1603,3135,704,4254,1866,564,571,1911,4407,585,667,4507,1983,2093,4445,568,2024,5074,4896,,596,628,5767,,5854,2050,642,546,,,,384,1961,799,1994,5939
