timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP Super,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge DART,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP ST,4.6x30mm AP SX,4.6x30mm FMJ ST,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-09-18 15:01,,2177,5568,,,,,5457,,,,,388,,471,519,2767,2112,,4963,4096,4052,747,995,162,1018,3135,734,4969,1741,,406,,,405,,5092,,2303,5705,418,2114,4979,5496,,386,,,1458,,,442,396,,4484,244,1881,679,1994,
2026-09-18 15:02,,,,,,,,5457,,,,,388,,471,499,2767,2112,,4963,4096,4927,747,995,162,1018,4979,734,4969,1741,,406,,4927,405,,4962,,2303,5705,418,2114,4979,5571,,386,448,5867,1458,5614,,471,396,,4969,294,,,2303,
2026-09-18 15:06,,,,,,,,5457,,,,,388,,471,499,2767,2112,,4963,4096,4927,747,995,162,1018,4979,734,4969,1741,,406,,4927,405,,4962,,2303,5705,418,2114,4979,5571,,386,448,5867,1458,5614,,471,396,,4969,294,,,2303,
2026-09-18 15:07,,,,,,,,5457,,,,,388,,471,499,2767,2112,,4963,4096,4927,747,995,162,1018,4979,734,4969,1741,,406,,4927,405,,4962,,2303,5705,418,2114,4979,5571,,386,448,5867,1458,5614,,471,396,,4969,294,,,2303,
2026-09-18 15:11,,,5568,,,,,5457,,,,,,,,499,2767,,,5143,,4162,722,995,162,1018,4979,734,4969,1741,,406,,4927,,,4962,,2303,5705,418,2114,4979,5571,,386,,5967,1458,5734,,471,396,,4484,244,1881,649,1994,7244
2026-09-18 15:16,,,5568,,,,,5457,,,,,,,,499,2767,2197,519,5143,4151,4162,722,995,162,1018,3135,764,4969,1741,,406,,4927,420,,5027,,2303,5705,418,2114,4979,5571,,386,,5967,1458,5734,,442,396,,4484,244,1881,649,1994,7244
2026-09-18 15:21,,,5568,590,,,,5457,,,,,,,,479,2767,2112,,5143,4151,4162,722,995,162,1018,3135,734,4969,1741,,406,1881,4927,390,,5092,,2303,5705,433,2114,5074,5571,,386,448,5967,1458,5734,,442,396,,4484,244,1881,649,,7244
2026-09-18 15:26,,,5568,590,,,,5457,,,,,,,,479,2767,2112,,5143,4151,4162,722,995,162,1018,3135,734,4969,1741,,406,1881,4927,390,,5092,,2303,5705,433,2114,5074,5571,,386,448,5967,1458,5734,,442,396,,4484,244,1881,649,,7244
2026-09-18 15:31,,,5568,,,,,5457,,,,440,,,,479,2767,,,5143,4151,,722,995,162,1018,3135,764,,1741,,406,1881,4992,420,,,,2303,5705,433,2114,5074,5571,,386,448,5967,1458,5734,,442,396,,4549,244,1881,649,1994,7389
2026-09-18 15:36,,,5568,,,,,5457,,,,440,,,,519,2767,,,5143,4151,4217,722,995,162,1018,3135,764,4914,1741,,406,1881,4992,420,,4962,,2303,5705,433,2114,5074,5571,,386,448,5967,1458,5734,,442,396,,4549,244,1881,649,1994,7389
2026-09-18 15:41,,,5568,,,,,5457,,,,,,,,519,2767,,,5143,4151,4217,,995,162,1018,3135,764,4914,1741,,406,1881,4992,405,,4962,2163,2303,5705,418,2114,5074,5571,,386,448,5967,1458,5734,,442,396,,4549,244,1881,649,1994,7389
2026-09-18 15:46,,,5568,,,,,5457,,,,,,,,519,2767,,,5143,4206,4217,747,995,162,1018,3135,764,4969,1741,,406,1881,4992,405,,5027,2163,2303,5705,418,2114,5074,5571,,386,448,5967,1458,5734,,442,396,,4549,244,1881,649,1994,7389
2026-09-18 15:51,,,5568,,,,,5457,,,,,388,,471,519,2767,2112,,5143,4206,4162,747,995,162,1018,3275,764,4969,,,406,,4992,405,,5092,2163,2303,5705,433,2114,5074,5571,,386,448,5967,1458,5734,,442,396,,4549,244,1881,679,1994,7389
2026-09-18 15:56,,,5568,,,,,5457,,,,,388,,471,519,2767,2112,,5143,4206,4162,747,995,162,1018,3275,764,4969,,,406,,4992,405,,5092,2163,2303,5705,433,2114,5074,5571,,386,448,5967,1458,5734,,442,396,,4549,244,1881,679,1994,7389
2026-09-18 16:01,467,,5568,,,,,5457,,,,440,,,,519,2767,2112,,5143,4206,4217,722,995,162,1018,3275,764,,,,406,,4992,390,,5092,2163,2303,5705,433,2114,5074,5571,1821,386,448,5967,1458,5734,,442,396,,4549,244,1881,649,1994,7389
2026-09-18 16:06,467,,5568,,,,,5457,,,,440,,,,519,2767,2112,,5143,4206,4217,722,995,162,1018,3275,764,4969,,,406,,4992,390,,5027,2163,2303,5705,433,2114,5074,5571,1821,386,448,5967,1458,5734,,442,396,,4549,244,1881,649,1994,7389
2026-09-18 16:11,,,5568,,,,,5457,,,,,,,,519,2767,2112,,4963,4206,4162,,995,162,1018,3275,764,4969,,,406,,4992,,,5027,2163,2303,5705,433,2114,4979,5571,1821,386,448,5967,1418,5734,,442,396,,4549,244,1881,649,1994,7244
