timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.45 ACP RIP,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge 龙息弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-08-19 00:01,617,1897,4893,680,,,551,785,1145,,388,,1880,631,519,3267,,,4783,3887,1345,417,,,614,4364,,519,526,1881,,495,,4637,1803,1813,5005,,,5264,4821,1821,596,548,6067,1538,5974,1770,,396,1696,768,4549,504,1681,679,1994,
2026-08-19 00:11,617,,4893,680,,,,,,,,478,,631,519,3367,2452,,4783,3887,,432,,,,4364,,,526,,4797,495,,4637,1803,1848,5005,463,1799,5264,4821,1751,581,548,6067,1538,5974,,562,411,,,4549,504,1721,679,1994,5939
2026-08-19 00:21,,,4893,725,399,,,,1145,664,,478,,631,519,3367,,694,,3887,,432,1343,3835,644,4419,,,,,4797,495,,4702,1803,1848,5005,463,1799,5264,4821,,,548,6067,1538,5974,1890,562,411,,,4549,504,1721,679,1994,
2026-08-19 00:31,,,4893,860,419,,566,,1145,644,,478,,631,519,3367,2537,694,4963,3887,,432,1408,3835,644,4419,,,,,4797,495,,4702,1803,1848,5005,463,1844,5264,4821,,,548,6067,1538,5974,,562,,,,4549,504,1721,679,1994,6084
2026-08-19 00:41,,,4968,860,419,1890,551,,1145,624,,478,1880,631,,3367,2452,694,4783,3887,,432,1408,3835,644,4419,,,,,4862,495,,4767,,1848,5005,463,1844,5359,4821,,,548,6167,1538,6094,,562,,,,4549,504,1721,679,1994,5939
2026-08-19 00:51,,,4968,860,439,,,,1190,644,,478,1880,631,519,3367,2452,694,4963,3887,,432,1408,3835,674,4419,,,,,4862,510,,4767,,1813,5005,478,1844,5359,4821,1751,,548,6167,1538,6094,1850,542,411,,,4614,504,1721,709,1994,
2026-08-19 01:01,,,4968,905,459,1890,566,,,,,478,,,519,3367,2452,694,4963,3887,,432,1408,3835,674,4419,,,,,4862,510,,4767,,1848,5075,478,1844,5359,4821,,,548,6167,1538,6094,1850,562,411,,,4614,504,1721,709,1994,6229
2026-08-19 01:11,,,4968,815,419,,566,,1235,644,,478,,631,519,3367,2537,694,4783,3942,,417,1408,3835,644,4419,,,,,4862,510,,4832,,1848,5075,478,1844,5359,4821,1751,,548,6167,1538,6094,1850,562,411,,,4614,504,1721,679,1994,
2026-08-19 01:21,,,4968,905,439,,566,,1235,624,,,,,519,3367,2537,694,4963,3942,,432,1408,3835,614,4419,,,,,4862,510,,4767,,1813,5075,463,1844,5454,4821,1751,,548,6167,1538,6094,1850,562,411,,,4614,504,1721,709,1994,6229
2026-08-19 01:31,,,4968,860,399,,566,,1190,624,,493,1880,631,519,3367,2452,694,4963,3942,,432,1408,3835,614,4419,,,,,4862,510,,4832,,1813,5075,478,1844,5454,4821,,,548,6167,1538,6094,,562,411,,,4614,504,1681,,1994,6229
2026-08-19 01:41,,,4968,815,399,,551,,1190,,,463,,,519,3367,2452,694,4963,3942,,432,1408,3975,,4419,,,,,4862,510,,4832,,,5075,478,1844,5454,4821,1751,,548,6167,1578,6094,1890,562,411,,,4614,504,1721,679,,6229
2026-08-19 01:51,,,5043,860,399,,566,,1235,684,,478,1880,,519,3367,2452,694,5143,3942,,417,1408,3975,644,4419,,,,,4862,510,,4832,,1813,5075,463,1844,5454,4896,,581,548,6167,1578,6094,1890,562,411,,,4614,524,1721,,1994,6229
2026-08-19 02:01,,,5043,860,399,,566,,1235,684,,478,1880,,519,3367,2452,694,5143,3942,,417,1408,3975,644,4419,,,,,4862,510,,4832,,1813,5075,463,1844,5454,4896,,581,548,6167,1578,6094,1890,562,411,,,4614,524,1721,,1994,6229
2026-08-19 02:11,,,5043,770,439,,566,,1190,684,,493,1880,631,519,3367,2452,694,4963,3942,,432,1408,3975,644,4419,,,,,4862,510,,4832,,1813,5075,478,1844,5454,4896,,581,548,6167,1578,6094,1890,562,411,,,4679,524,1681,709,1994,6229
2026-08-19 02:21,,,5043,815,459,,566,,1235,684,,478,1880,,519,3367,2537,694,5323,3942,,432,1408,3975,614,4419,,,,,4862,510,,4832,,1813,5075,478,1844,5454,4896,,,548,6167,1578,6094,1890,562,411,,,4679,524,1721,709,1994,6229
2026-08-19 02:31,,,5043,725,479,,566,,,664,,478,1880,,519,3367,,659,,3942,,,1473,3975,,4419,,,,,4862,495,,4832,,1813,5145,478,1844,5454,4896,,,548,6167,1578,6094,1890,562,411,,,,524,,679,1994,6229
2026-08-19 02:32,,,5043,725,479,,566,,1190,664,,478,1880,,519,3367,2537,659,4963,3942,,432,1473,3975,644,4419,,,,,4862,495,,4832,,1813,5145,478,1844,5454,4896,,,548,6167,1578,6094,1890,562,411,,,4744,,,679,1994,6229
2026-08-19 02:41,,,4968,725,479,,566,,,624,,463,1880,631,519,3267,2537,659,,3942,,417,1473,3975,644,4419,,,,,4862,510,,4767,,1848,5145,478,1844,,4896,1751,,548,6167,1538,6094,1850,562,411,,,4744,504,1681,709,1994,
2026-08-19 02:51,,,4968,770,459,,566,,1190,,,493,1920,631,519,3367,2537,694,5143,3942,,432,1473,4115,614,4419,,,,,4862,510,,4767,,1813,5145,463,1844,5549,4896,,,548,6167,1578,6094,1850,562,411,,,4744,524,1681,709,1994,6374
2026-08-19 03:01,,,4968,770,459,1855,566,,1190,,,463,,,519,3367,2452,694,5143,3942,,432,1473,4115,614,4419,,,,,4862,510,,4767,,1813,5145,463,1844,5549,4896,1716,,548,6167,1578,,1850,562,411,,,4744,524,1681,709,1994,6374
2026-08-19 03:11,,,5043,725,459,,566,,1145,,,478,1920,,519,3367,2537,659,5143,3942,,432,1408,3975,,4419,,,,,4862,510,,4832,,1848,5145,463,1844,5644,4896,,581,548,6167,1538,6094,1890,562,411,,,4744,504,1681,679,1994,6229
2026-08-19 03:21,,,5043,725,459,,566,,1145,,,,1920,631,519,3367,2537,659,4963,3942,,432,1473,3975,614,4419,,519,,,4862,495,,4832,,,5145,478,1844,5644,4896,,581,548,6167,1578,6094,1810,562,411,,,4744,504,1681,679,,
2026-08-19 03:22,,,5043,815,459,,566,,1145,684,,493,1920,631,519,3367,2537,659,4963,3942,,432,1408,3975,614,4419,,519,,,4862,495,,4832,,,5145,478,1844,5739,4896,,581,548,6167,1578,6094,1810,562,411,,,4744,504,1681,679,,6374
2026-08-19 03:24,,,5043,815,459,,566,,1145,684,,493,1920,631,519,3367,2537,659,4963,3942,,432,1408,3975,614,4419,,519,,,4862,495,,4832,,,5145,478,1844,5739,4896,,581,548,6167,1578,6094,1810,562,411,,,4744,504,1681,679,,6374
2026-08-19 03:31,,,5043,725,459,,566,,1235,684,,478,1880,631,519,3367,2452,659,4963,3942,,417,1408,3975,,4419,,519,,,4862,510,,4832,,1813,5145,463,1844,5739,4896,,581,548,6167,1578,6094,1850,562,411,,,4744,,1681,,1994,6519
2026-08-19 03:32,,,5043,725,459,,566,,1235,684,,478,1880,631,519,3367,2452,659,4963,3942,,417,1473,3835,674,4419,,519,,,4862,510,,4832,,1813,5145,463,1844,5739,4896,,581,548,6167,1578,6094,1850,562,411,,,4744,,1681,,1994,6519
2026-08-19 03:34,,,5043,725,459,,566,,1235,684,,478,1880,631,519,3367,2452,659,4963,3942,,417,1473,3835,674,4419,,519,,,4862,510,,4832,,1813,5145,463,1844,5739,4896,,581,548,6167,1578,6094,1850,562,411,,,4744,,1681,,1994,6519
2026-08-19 03:41,,,4968,725,459,,566,,,684,,,1920,631,519,3367,2537,659,4963,3942,,417,1473,3835,674,4419,,519,,,4862,510,,4767,,1813,5145,478,1799,5834,4896,1751,581,548,6167,1578,6094,1850,562,411,,,4744,504,1681,739,,6519
2026-08-19 03:51,,,5043,725,459,,566,,1190,704,,478,1920,,,3367,2537,624,4963,3942,,432,1408,4115,,4419,,519,,,4862,510,,4702,,1813,5145,463,1799,5834,4896,1751,581,548,6267,1538,6094,1850,562,411,,,4744,504,1681,679,1994,6229
2026-08-19 03:52,,,5043,725,459,,566,,1190,704,,478,1920,,,3367,2537,624,4963,3942,,432,1408,4115,,4419,,519,,,4862,510,,4702,,1813,5145,463,1799,5834,4896,1751,581,548,6267,1538,6094,1850,562,411,,,4744,504,1681,679,1994,6229
2026-08-19 04:01,,,5043,770,459,,566,,,684,,478,1880,631,519,3367,2452,659,4963,3942,,432,1408,4115,,4419,,,,,4862,510,,4702,,1848,5145,478,1844,5834,4896,1751,581,548,6267,1538,6094,1810,562,411,,,4744,504,1721,679,1994,6519
2026-08-19 04:11,,,5043,725,,,566,,,684,,478,1920,631,519,3367,2452,659,4963,3942,,432,1473,4115,644,4364,,519,,,4797,510,,4637,,1848,5145,463,1844,5834,4896,1751,581,568,6267,1538,5974,1810,562,411,,,4744,,1681,679,1994,6519
2026-08-19 04:12,,,5043,725,,,566,,,684,,478,1920,631,519,3367,2452,659,4963,3942,,432,1408,4115,644,4364,,519,,,4797,510,,4637,,1848,5145,463,1844,5834,4896,1751,581,568,6267,1538,5974,1810,562,411,,,4744,,1681,679,1994,6519
2026-08-19 04:14,,,5043,725,,,566,,,684,,478,1920,631,519,3367,2452,659,4963,3942,,432,1408,4115,644,4364,,519,,,4797,510,,4637,,1848,5145,463,1844,5834,4896,1751,581,568,6267,1538,5974,1810,562,411,,,4744,,1681,679,1994,6519
2026-08-19 04:21,,,5043,725,479,,566,,,684,,478,1880,,519,3367,2452,659,4963,3942,,432,1343,4115,644,4419,,,,,4862,510,,4637,,1813,5145,463,1844,5739,4896,1751,581,568,6367,1578,6094,1850,562,411,,,4744,504,,679,1994,6374
2026-08-19 04:22,,,5043,725,479,,566,,,684,,478,1880,,519,3367,2452,659,4963,3942,,432,1343,4115,644,4419,,,,,4862,510,,4637,,1813,5145,463,1844,5739,4896,1751,581,568,6367,1578,6094,1850,562,411,,,4744,504,,679,1994,6374
2026-08-19 04:31,,,5043,725,479,,566,,,684,,478,,631,519,3367,,659,4963,3942,,432,1343,4115,614,4419,,519,,,4797,510,,,,1848,5145,463,1844,5739,4896,,581,568,6367,1538,,1850,562,411,,,4744,,,679,1994,6374
2026-08-19 04:41,,,5043,725,479,,566,,,,,478,1880,631,519,3367,2452,659,5323,3942,,432,1408,4115,,4419,,519,,,4797,510,,4767,,1848,5145,478,1844,5739,4896,1751,581,568,6467,1538,6094,1850,562,411,,,4809,504,,,1994,6519
2026-08-19 04:51,,,5043,725,439,,566,,1145,644,,478,1880,631,519,3367,2452,659,5323,3942,,417,1343,4115,644,4364,,519,,,4862,510,,,,1813,5145,,1844,5739,4971,1751,,568,6467,1538,5974,1850,542,396,,,4744,504,,709,1994,6664
2026-08-19 05:01,,,5043,725,439,,581,,1145,,,478,1880,631,519,3367,2452,,5323,3942,,432,1343,4115,614,4419,,,,,4862,510,,4702,,1813,5215,478,1844,5739,4971,1751,581,568,6467,1538,5974,1850,542,411,,,4744,,1681,679,1994,6664
2026-08-19 05:11,,,5043,725,479,,581,,1235,724,,463,1880,631,519,3267,2452,694,5323,3887,,417,1343,3975,614,4419,,,,,4797,510,,4702,,1848,5075,478,1799,5739,4971,1751,581,568,6467,1538,5974,1810,562,411,,,4744,,1681,679,1994,6374
2026-08-19 05:21,,,4893,680,479,,,,1235,724,,478,1880,631,519,3367,2452,694,5323,3942,,417,1408,4115,614,4419,,,,,4797,510,,4637,,1813,5075,,1844,5739,4971,1751,581,568,6367,1538,5974,1850,562,396,,,4744,,,,1994,6374
2026-08-19 05:31,,,4968,725,479,,581,,1145,704,,,1880,,519,3367,2452,624,5143,3942,,417,1473,4115,,4364,,519,,,,495,,,,1848,5075,478,1844,5739,4971,1751,581,568,6467,1538,5974,1850,542,411,,,4744,,1681,,1994,6664
2026-08-19 05:41,,,,680,479,,,,,704,,,1840,,519,3367,2452,,5143,3942,,,1408,4115,674,4364,,519,,,4797,510,,,,1813,5075,463,1799,5739,4971,1716,581,568,,1538,5854,1850,542,411,,,4744,504,1681,,1994,6664
2026-08-19 05:51,,,4818,,499,1855,581,,1190,704,,,1880,,,3367,2452,659,5323,3942,,432,1408,4115,644,4419,,519,,,4797,510,,,,,5005,463,1844,5644,4971,1751,581,568,6467,1538,,1850,562,411,,,4744,,,709,1994,6809
2026-08-19 06:01,,,,,499,1855,,,,704,,463,,,519,3367,,659,4963,3942,,417,1343,4115,644,4364,,519,,,4797,510,,,,1813,5075,478,1844,5549,4896,1751,581,548,6467,1538,,1850,562,411,,,4744,,1681,709,1994,6809
2026-08-19 06:11,,,,725,479,,581,,,624,,463,,631,519,3267,2537,694,4783,3942,,432,1408,4255,614,4364,,519,,,4797,510,,4702,,1848,5005,478,,,4896,1751,581,568,6467,1538,,1850,542,411,,,,524,1681,709,,6519
2026-08-19 06:21,,,4893,,499,,581,,,644,,,1880,631,519,3367,2537,659,,3887,,417,1473,4115,,4364,,519,,,4732,510,,4572,,1848,5005,463,1844,5454,4896,1751,581,568,6267,1538,,,562,411,,,4679,,,679,1994,6374
2026-08-19 06:31,,,4818,725,479,1890,581,,,,,493,1880,631,519,3367,,694,5143,3887,,417,1343,4115,704,4419,,519,,,4667,510,,4702,,1813,4935,478,1844,5454,4896,,581,568,6267,1538,,1850,542,411,,,4614,,1681,709,1994,
2026-08-19 06:41,,,,770,459,1890,581,,,704,,493,,631,519,3267,2537,659,5143,3887,,432,1343,4115,614,4309,,519,,,4667,510,,,,1813,5005,,1844,5359,4821,1751,581,568,6167,1538,,1850,562,411,,,4549,504,1681,739,1994,
2026-08-19 06:51,,,4818,680,459,1890,,,,704,,478,,631,519,3267,2452,659,4963,3887,,417,1343,4115,,,,519,,,,510,,,,1848,,478,1799,5264,4821,1751,581,568,6067,1538,,1850,542,411,,,4549,524,,739,,
2026-08-19 07:01,,,,,419,1890,581,,,724,,478,1840,,,3367,2537,694,4783,3777,,432,1473,4115,644,4309,,519,,,,510,,,,1848,,478,,5169,4821,1751,581,568,6067,1538,,1850,562,411,,,4484,504,1681,679,,6809
2026-08-19 07:11,,,,680,419,1890,581,,1190,704,,,,631,519,3367,2452,659,4783,3832,,432,1538,3975,704,4309,,519,511,,,510,,4572,,1813,4865,478,1844,,4746,1751,581,548,6067,1578,,1810,562,411,,,,,1681,709,,6809
2026-08-19 07:21,,1827,,,399,,581,,,704,,493,1840,631,519,3367,2367,624,4963,3832,,432,1343,4115,674,,,519,511,,,510,,,,1813,,478,,5169,4746,1751,581,568,6067,1578,,1850,562,411,,,,504,1681,679,1924,6519
2026-08-19 07:31,,,,,419,,581,,1190,704,,493,1840,631,519,3267,2537,659,4963,,,,1408,3975,614,4254,,519,511,,,510,,4572,,1848,,478,1844,5074,4746,1751,581,568,5967,1538,,1850,582,411,,,,524,1681,709,1994,5939
2026-08-19 07:41,,1827,,,419,1890,581,,1145,704,,493,1880,631,519,3267,2537,659,4783,,1295,432,1538,3835,614,,,519,511,,,510,,4767,,1848,,478,1844,5074,4671,1751,581,568,5967,1578,,,582,411,,,,524,1681,,1994,
2026-08-19 07:51,,1827,,680,439,1890,581,,1235,,,508,1840,631,519,3267,2537,694,4783,,1295,,1408,4115,614,4199,,519,511,,,510,,,,1813,,478,1844,,4746,1751,581,568,5967,1578,,1890,582,411,,,,524,1681,739,1994,5794
2026-08-19 08:01,,1827,,680,439,1890,581,,1235,,,508,1840,631,519,3267,2537,694,4783,,1295,447,1473,3975,614,4199,,519,511,,,510,,,,1813,,478,1844,,4746,1751,581,568,5967,1578,,1890,582,411,,,,524,1681,769,1994,5794
2026-08-19 08:11,,1827,,680,399,1890,581,,,724,,,1880,631,519,3367,2537,694,5323,,1295,447,1473,4115,614,,,519,511,,,510,,,,1848,,478,1844,,4671,1751,581,568,5967,1578,,1890,582,411,,,,524,1721,769,1924,5794
2026-08-19 08:21,,,,,,1890,581,,1235,704,,508,1840,631,519,3367,2452,694,4783,,,447,1408,3975,614,,,519,511,,,525,617,4637,,1848,,478,1844,5074,4671,1751,581,568,5967,1578,,1890,582,411,,,,524,1681,739,1924,
2026-08-19 08:31,,,,,419,1890,581,,1235,684,,508,1880,631,519,3367,2537,729,4963,,1320,447,1473,3975,644,,,519,511,,,525,617,4637,,1848,,478,1844,,4671,1751,581,568,5967,1578,,1890,582,,,,,524,1721,769,,
2026-08-19 08:41,,,,725,419,1890,581,,1235,704,,508,1920,631,519,3367,2537,729,4963,,1320,447,1538,4115,704,4254,,519,511,,,525,,4507,,1848,,493,1844,,,1751,596,568,5967,1578,,1890,582,426,,,,524,1721,769,1994,
2026-08-19 08:51,,,,680,419,1890,581,,1190,684,,508,1920,631,519,3367,2537,729,5143,3832,1320,447,1538,3975,644,4254,,519,,,,525,,,,1848,,493,1889,,,1751,581,568,5967,1578,,1890,582,441,,,,524,1721,769,1994,
2026-08-19 09:01,,,,770,419,1890,581,,1190,704,,508,1920,631,519,3367,2537,694,,3832,1320,447,1538,4115,644,,,519,526,,,525,,,,1848,,493,,,4671,1786,596,568,,1578,,1890,582,441,,,,524,1721,799,1994,
